"restaurant name",city,"aggregate rating",rating_rnk
"El Jalisciense Mexican Restaurant",Macon,4.1,9
"Zen Japanese Steakhouse and Sushi Bar",Macon,4.1,9
"Dharma Blue",Pensacola,4.1,9
"Tuscan Oven",Pensacola,4.1,9
"El Herradero",Pocatello,4.1,9
"B. Matthew's Eatery",Savannah,4.1,9
Henry's,Savannah,4.1,9
"Huey's On The River",Savannah,4.1,9
"Vic's On The River",Savannah,4.1,9
"Fratini La Trattoria",Singapore,4.1,9
BellaBrava,"Tampa Bay",4.1,9
"Ceviche Tapas Bar & Restaurant","Tampa Bay",4.1,9
"The Moon Under Water","Tampa Bay",4.1,9
"Pig and Whistle","Trentham East",4.1,9
"Smok'n Pig B-B-Q",Valdosta,4.1,9
"Olive Garden","Abu Dhabi",4.1,9
"Maharaja Bhog",Dubai,4.1,9
Gazebo,Sharjah,4.1,9
Derby,Sharjah,4.1,9
"Nayaab Haandi",Sharjah,4.1,9
Saffron,Sharjah,4.1,9
Applebee's,Sharjah,4.1,9
"Dasaprakash Restaurant",Agra,4.1,9
Thaaliwala,Agra,4.1,9
@Mango,Ahmedabad,4.1,9
"Yanki Sizzlers",Ahmedabad,4.1,9
"The Garden Cafe - The Fern",Ahmedabad,4.1,9
"Gurdas Ram Jalebi Wala",Amritsar,4.1,9
"Kesar Da Dhabha",Amritsar,4.1,9
"Kanha Sweets",Amritsar,4.1,9
"Sultans of Spice",Bangalore,4.1,9
"The Black Pearl",Bangalore,4.1,9
"Pizza Hut",Bhopal,4.1,9
"Bake N Shake",Bhopal,4.1,9
"Manohar Dairy And Restaurant",Bhopal,4.1,9
"Silver Streak",Bhubaneshwar,4.1,9
"Mamma Mia - Mayfair Lagoon",Bhubaneshwar,4.1,9
"JUGAAD JN.",Bhubaneshwar,4.1,9
"Kylin Experience",Chandigarh,4.1,9
"Nik Baker's",Chandigarh,4.1,9
OvenFresh,Chandigarh,4.1,9
"Ciclo Cafe",Chennai,4.1,9
"The Cascade Restaurant",Coimbatore,4.1,9
"Eddie's Patisserie",Dehradun,4.1,9
"Cafe Marigold",Dehradun,4.1,9
"Yo! China",Faridabad,4.1,9
"Caf刺 Bogchi",Faridabad,4.1,9
"Nowhere Terrace Brewpub Cafe",Gurgaon,4.1,9
"Hard Rock Cafe",Gurgaon,4.1,9
Quaff,Gurgaon,4.1,9
"Uptown Fresh Beer Cafe",Gurgaon,4.1,9
"Cafe Soul Garden",Gurgaon,4.1,9
"Happy Hakka",Gurgaon,4.1,9
Kaiser,Gurgaon,4.1,9
"Pizza Central",Gurgaon,4.1,9
"Cafe Amaretto",Gurgaon,4.1,9
"Sibang Bakery",Gurgaon,4.1,9
Zaffran,Gurgaon,4.1,9
"19 Flavours Biryani",Gurgaon,4.1,9
"Bella Cucina - Le Meridien Gurgaon",Gurgaon,4.1,9
"Love Is Cakes",Gurgaon,4.1,9
"Pirates of Grill",Gurgaon,4.1,9
"Coldpress Company",Gurgaon,4.1,9
"BRONX Bar Exchange",Gurgaon,4.1,9
Djinggs,Gurgaon,4.1,9
"Drifters Cafe",Gurgaon,4.1,9
Mamagoto,Gurgaon,4.1,9
"Sugar Rush By Saiba",Gurgaon,4.1,9
"The Brewhouse",Gurgaon,4.1,9
"Biryani Art",Gurgaon,4.1,9
Nosh,Gurgaon,4.1,9
"Strawberry Fields",Guwahati,4.1,9
Confucius,Guwahati,4.1,9
"The Zouq : Resto-Cafe",Guwahati,4.1,9
"11th Avenue Cafe Bistro",Guwahati,4.1,9
"Fat Belly",Guwahati,4.1,9
"The Corner Cafe",Guwahati,4.1,9
"Prost Brew Pub",Hyderabad,4.1,9
"United Kitchens of India",Hyderabad,4.1,9
"Sahib涯퍀 Barbeque by Ohri涯퍀",Hyderabad,4.1,9
"JAL - A Jungle Restaurant",Indore,4.1,9
Oye24,Indore,4.1,9
"Hobnob Gourmet Caf刺bar",Indore,4.1,9
"The Yellow Chilli",Indore,4.1,9
"O2- The Plant Cafe",Jaipur,4.1,9
"Dunkin Donuts",Kanpur,4.1,9
"Little Chef",Kanpur,4.1,9
Aromas,Kanpur,4.1,9
"Sigree Global Grill",Kolkata,4.1,9
"The Chocolate Heaven",Lucknow,4.1,9
"The Pebbles Bistro",Lucknow,4.1,9
"The Cherry Tree Cafe",Lucknow,4.1,9
"Indian Summer",Ludhiana,4.1,9
"Bistro Flamme Bois",Ludhiana,4.1,9
Machali,Mangalore,4.1,9
"Tea Villa Cafe",Mumbai,4.1,9
"Tea Villa Cafe",Mumbai,4.1,9
"The Sky High","New Delhi",4.1,9
"Jung Bahadur Kachori Wala","New Delhi",4.1,9
"Ashok Chaat Corner","New Delhi",4.1,9
"Jain Coffee House","New Delhi",4.1,9
"Shyam Sweets","New Delhi",4.1,9
"Ardor 2.1","New Delhi",4.1,9
"Barbeque Nation","New Delhi",4.1,9
"Bikkgane Biryani","New Delhi",4.1,9
"Excuse Me Boss","New Delhi",4.1,9
"Odeon Social","New Delhi",4.1,9
"Piali - The Curry Bistro","New Delhi",4.1,9
"Smoke On Water","New Delhi",4.1,9
Starbucks,"New Delhi",4.1,9
"The Darzi Bar & Kitchen","New Delhi",4.1,9
"United Coffee House","New Delhi",4.1,9
"{Niche} - Cafe & Bar","New Delhi",4.1,9
"Delhi 6 - Royal Cuisine Of The Walled City","New Delhi",4.1,9
"Bonne Bouche","New Delhi",4.1,9
"Defence Bakery","New Delhi",4.1,9
"Ek Bar","New Delhi",4.1,9
Hwealthcafe,"New Delhi",4.1,9
Kathputli,"New Delhi",4.1,9
"Bakar The Cafe","New Delhi",4.1,9
"Indus Flavour","New Delhi",4.1,9
Cinnabon,"New Delhi",4.1,9
RollsKing,"New Delhi",4.1,9
"Asian Haus","New Delhi",4.1,9
"Duke's Pastry Shop","New Delhi",4.1,9
Dezertfox,"New Delhi",4.1,9
Druk,"New Delhi",4.1,9
"Gastronomica Kitchen & Bar","New Delhi",4.1,9
"Pho King Awesome","New Delhi",4.1,9
"Roadhouse Cafe","New Delhi",4.1,9
"The Grill Kitchen - Gourmet","New Delhi",4.1,9
"The Sugar Cube","New Delhi",4.1,9
"Artusi Ristorante e Bar","New Delhi",4.1,9
"Dilli BC","New Delhi",4.1,9
"Summer House Cafe","New Delhi",4.1,9
"Smoke House Deli","New Delhi",4.1,9
"Sweet Tickles","New Delhi",4.1,9
"Tian - Asian Cuisine Studio - ITC Maurya","New Delhi",4.1,9
"Novelty Dairy & Stores","New Delhi",4.1,9
"Tourist Janpath","New Delhi",4.1,9
"Kumar Samose Wala","New Delhi",4.1,9
Mamagoto,"New Delhi",4.1,9
"Baba Nagpal Corner","New Delhi",4.1,9
"QD's Restaurant","New Delhi",4.1,9
Guppy,"New Delhi",4.1,9
"Ping's Caf刺 Orient","New Delhi",4.1,9
"The All American Diner","New Delhi",4.1,9
"Rustom's Cafe & Bakery","New Delhi",4.1,9
"Vero Gusto","New Delhi",4.1,9
"The Tea Place by Manjushree","New Delhi",4.1,9
"JAIL - Behind The Bar","New Delhi",4.1,9
Chaayos,"New Delhi",4.1,9
"QD's Restaurant","New Delhi",4.1,9
"Barbeque Nation","New Delhi",4.1,9
Chaayos,"New Delhi",4.1,9
Havemore,"New Delhi",4.1,9
"Bakerz Lodge","New Delhi",4.1,9
"Karnataka Food Centre","New Delhi",4.1,9
"HotMess Bakes","New Delhi",4.1,9
"AMPM Caf刺 & Bar","New Delhi",4.1,9
"Pirates of Grill","New Delhi",4.1,9
Showstopper,"New Delhi",4.1,9
"The Diet Kitchen","New Delhi",4.1,9
"The Headquarter","New Delhi",4.1,9
"Tossin Pizza","New Delhi",4.1,9
"Rose Cafe","New Delhi",4.1,9
"Delhi Club House","New Delhi",4.1,9
"The Fatty Bao","New Delhi",4.1,9
Ziu,"New Delhi",4.1,9
"Bombay Brunch","New Delhi",4.1,9
"Eat Golf Repeat","New Delhi",4.1,9
"Wood Box Cafe","New Delhi",4.1,9
"Young Wild Free Cafe","New Delhi",4.1,9
"The Mad Teapot/The Wishing Chair","New Delhi",4.1,9
"Mister Chai - Shangri-La's - Eros Hotel","New Delhi",4.1,9
"The Society Cafe","New Delhi",4.1,9
"Arriba - Mexican Grill & Tequileria","New Delhi",4.1,9
"Happy Hakka","New Delhi",4.1,9
"736 A.D.","New Delhi",4.1,9
"Phonebooth Caf刺","New Delhi",4.1,9
Kennedy's,"New Delhi",4.1,9
"Cafe Delhi Heights",Noida,4.1,9
"Chili's Grill & Bar",Noida,4.1,9
"Made In Punjab",Noida,4.1,9
"Laat Saab",Noida,4.1,9
"New Town Cafe - Park Plaza",Noida,4.1,9
"Wakhra Swaad",Noida,4.1,9
Teasta,Noida,4.1,9
"Salato Salad Studio",Noida,4.1,9
"Biryani By Kilo",Noida,4.1,9
Theos,Noida,4.1,9
"Baker Street",Puducherry,4.1,9
"The Little Next Door",Pune,4.1,9
"The Sassy Spoon",Pune,4.1,9
"Tales & Spirits",Pune,4.1,9
Apache,Pune,4.1,9
Thalaivaa,Surat,4.1,9
"The Centre Court",Surat,4.1,9
"Black Pepper",Surat,4.1,9
"Pizza Hut",Surat,4.1,9
"The Sizzling Salsa",Surat,4.1,9
"Little Italy",Vadodara,4.1,9
"Pizza Hut",Vadodara,4.1,9
Tomato's,Vadodara,4.1,9
"Kashi Chat Bhandar",Varanasi,4.1,9
"The Square - Hotel Novotel",Vizag,4.1,9
"Six Degrees",Vizag,4.1,9
Skye,Jakarta,4.1,9
Orleans,Auckland,4.1,9
"Five Boroughs","Wellington City",4.1,9
"Burger Liquor","Wellington City",4.1,9
"Caffe L'affare","Wellington City",4.1,9
"The Crab Shack","Wellington City",4.1,9
"Lasan Restaurant",Birmingham,4.1,9
"Love Crumbs",Edinburgh,4.1,9
"The Witchery & The Secret Garden",Edinburgh,4.1,9
"Ting Thai Caravan",Edinburgh,4.1,9
"Masala Zone",London,4.1,9
"Shake Shack",London,4.1,9
"Home Sweet Home",Manchester,4.1,9
Teacup,Manchester,4.1,9
"Coco Safar","Cape Town",4.1,9
tashas,"Cape Town",4.1,9
"Gibson's Gourmet Burgers & Ribs","Cape Town",4.1,9
"Carbon Bistro",Pretoria,4.1,9
"Life Grand Cafe",Pretoria,4.1,9
Hogshead,Pretoria,4.1,9
"Carnival Ice Cream",Colombo,4.1,9
"Cafe Beverly",Colombo,4.1,9
"Burger's King",Colombo,4.1,9
Nusr-Et,Ankara,4.1,9
"Jamie's Italian",Sandton,4.1,9
Craft,Johannesburg,4.1,9
"Naml旁 Gurme",防stanbul,4.1,9
"The Wolfpack",Johannesburg,4.1,9
Upali's,Colombo,4,10
"The Manhattan Fish Market",Colombo,4,10
"Social on Main",Sandton,4,10
Crawdaddy's,Pretoria,4,10
"Baobab Cafe & Grill",Pretoria,4,10
"The Commons",Colombo,4,10
"Walter's Coffee Roastery",防stanbul,4,10
Hudsons,Johannesburg,4,10
"T.G.I. Friday's",Colombo,4,10
"A괃괃k Kahve",防stanbul,4,10
"Buffet 101","Pasay City",4,10
"Nonna's Pasta & Pizzeria","Santa Rosa",4,10
"Outback Steakhouse",Bras?lia,4,10
"Pesqueiro Eco Gourmet","Rio de Janeiro",4,10
"D.O.C Ristorante","Rio de Janeiro",4,10
"DePalma's Italian Cafe - Downtown",Athens,4,10
"Nacho Mamas Burritos",Augusta,4,10
"Rhinehart's Oyster Bar",Augusta,4,10
"The Chop House",Augusta,4,10
"The Taj of India",Augusta,4,10
"Rhinehart's Oyster Bar",Augusta,4,10
"Mai Thai Restaurant",Boise,4,10
Tucanos,Boise,4,10
"Texas Roadhouse",Boise,4,10
Devotay,"Cedar Rapids/Iowa City",4,10
"Chef Lee's Peking Restaurant",Columbus,4,10
"Country's Barbecue",Columbus,4,10
Deorio's,Columbus,4,10
"Wood Stone",Columbus,4,10
"Jimmy's Pancake House",Davenport,4,10
"China Cafe",Davenport,4,10
"Granite City Food & Brewery",Davenport,4,10
"HuHot Mongolian Grill","Des Moines",4,10
"Bandit Burrito","Des Moines",4,10
"Mi Patria","Des Moines",4,10
"The Nacoochee Village Tavern & Pizzeria",Gainesville,4,10
"Downtown Grill",Macon,4,10
"Greek Village",Macon,4,10
"Thai Pepper",Macon,4,10
"The Fish House",Pensacola,4,10
"Blue Point Grill",Princeton,4,10
"Eggs 'n Things","Rest of Hawaii",4,10
"Rocks on the River",Savannah,4,10
"Cut By Wolfgang Puck",Singapore,4,10
"Diamond Thai Cuisine","Sioux City",4,10
"El Fredo Pizza","Sioux City",4,10
"Trattoria Fresco","Sioux City",4,10
"The Refinery","Tampa Bay",4,10
Gazebo,"Abu Dhabi",4,10
Applebee's,"Abu Dhabi",4,10
"Tikka Tonight","Abu Dhabi",4,10
"Bait El Khetyar","Abu Dhabi",4,10
"Via Delhi","Abu Dhabi",4,10
"Chokho Jeeman Marwari Jain Bhojanalya",Agra,4,10
"MoMo Cafe",Agra,4,10
"Taj Bano - ITC Mughal",Agra,4,10
"Cafe Alfresco",Ahmedabad,4,10
"Turquoise Villa",Ahmedabad,4,10
"Ahuja Milk Bhandar",Amritsar,4,10
"Glen's Bakehouse",Bangalore,4,10
"10 Downing Street",Bhopal,4,10
"Chi Kitchen",Bhopal,4,10
"Taste Of China",Bhubaneshwar,4,10
"Aangan Horizon",Bhubaneshwar,4,10
"Brewberrys The Coffee Bar",Bhubaneshwar,4,10
Mocha,Chandigarh,4,10
"Pirates of Grill",Chandigarh,4,10
"Super Donuts",Chandigarh,4,10
"Uncle Jack's",Chandigarh,4,10
"Kaidi Kitchen",Chennai,4,10
Pind,Chennai,4,10
"Cafe Totaram",Coimbatore,4,10
"Cream Centre",Coimbatore,4,10
"On The Go",Coimbatore,4,10
"Punjab Grill",Dehradun,4,10
"Y Cafe & Restaurant",Dehradun,4,10
"Black Pepper Restaurant",Dehradun,4,10
"Barbeque Nation",Faridabad,4,10
Zambar,Gurgaon,4,10
"Big Wong XL",Gurgaon,4,10
"Cafe Delhi Heights",Gurgaon,4,10
"Delifrance - The France Cafe Bakery",Gurgaon,4,10
"Dhaba By Claridges",Gurgaon,4,10
Instapizza,Gurgaon,4,10
"Made In Punjab",Gurgaon,4,10
Nando's,Gurgaon,4,10
SodaBottleOpenerWala,Gurgaon,4,10
"The Grill Mill",Gurgaon,4,10
"Fork with Stick",Gurgaon,4,10
"Coldpress Company",Gurgaon,4,10
"First Eat",Gurgaon,4,10
"Food O Gram",Gurgaon,4,10
"The Hangout by 1861",Gurgaon,4,10
"India on my Plate - Fortune Select Excalibur",Gurgaon,4,10
"La Pino'z Pizza",Gurgaon,4,10
"The Diet Kitchen",Gurgaon,4,10
"Eggers Madhouse",Gurgaon,4,10
"Queens Caf刺",Gurgaon,4,10
Barcelos,Gurgaon,4,10
"Magadh and Awadh",Gurgaon,4,10
"Bottles and Barrels",Gurgaon,4,10
"Bikkgane Biryani",Gurgaon,4,10
"Qureshi's Kabab Corner",Gurgaon,4,10
Bernardo's,Gurgaon,4,10
Udaipuri,Gurgaon,4,10
"Mughal Dine-Esty",Gurgaon,4,10
Nuterro,Gurgaon,4,10
"Sandburg Shakes",Gurgaon,4,10
"The Millionaire Express",Gurgaon,4,10
"Me Kong Bowl",Gurgaon,4,10
"Thai Pavilion - Vivanta By Taj",Gurgaon,4,10
BrewBakes,Guwahati,4,10
"Shanghai Salsa",Guwahati,4,10
"Pine & Dine",Hyderabad,4,10
Vidorra,Indore,4,10
"Nafees Restaurant",Indore,4,10
"10 Downing Street",Indore,4,10
Mocha,Indore,4,10
"Mamu's Infusion",Jaipur,4,10
WTF,Jaipur,4,10
"The Forresta Kitchen & Bar",Jaipur,4,10
Liquid,Kanpur,4,10
"Royal Dine - Hotel Royal Cliff",Kanpur,4,10
"Barbeque Nation",Kanpur,4,10
"Slice of Spice",Kochi,4,10
"Tonico Cafe",Kochi,4,10
ChaiCofi,Kochi,4,10
"TGI Friday's",Kolkata,4,10
"What's Up",Kolkata,4,10
"Bar Bar",Lucknow,4,10
"Cappuccino Blast",Lucknow,4,10
"Joey's Pizza",Mumbai,4,10
"Cafe Hydro",Mumbai,4,10
"R' ADDA",Mumbai,4,10
"Barbeque Nation",Mysore,4,10
"Pizza Hut",Mysore,4,10
"Eat Street Express",Nagpur,4,10
Checker's,Nagpur,4,10
Mocha,Nagpur,4,10
"Ten Downing Street Restaurant & Bar",Nagpur,4,10
"Moksh The Restro Lounge",Nagpur,4,10
Chateau,"New Delhi",4,10
Kofuku,"New Delhi",4,10
"Munch Nation","New Delhi",4,10
"Boa Village","New Delhi",4,10
"Ambrosia Bliss","New Delhi",4,10
"Biryani Blues","New Delhi",4,10
"Fa Yian","New Delhi",4,10
"Fuji Japanese Restaurant","New Delhi",4,10
"Healthy Routes","New Delhi",4,10
"House of Commons","New Delhi",4,10
"Johnny Rockets","New Delhi",4,10
"Pebble Street","New Delhi",4,10
"The Town House Cafe","New Delhi",4,10
"Unplugged Courtyard","New Delhi",4,10
"Desi Vibes","New Delhi",4,10
Kulfiano,"New Delhi",4,10
RoadRomeo,"New Delhi",4,10
"Sagar Ratna","New Delhi",4,10
"Ooh Lala !","New Delhi",4,10
"FIO Cookhouse and Bar","New Delhi",4,10
"The Chatter House","New Delhi",4,10
"Barbeque Nation","New Delhi",4,10
Nimtho,"New Delhi",4,10
"Nutri Punch","New Delhi",4,10
Sinyora's,"New Delhi",4,10
"Sumo Sushi","New Delhi",4,10
"The Heroes Bistro & Bar","New Delhi",4,10
"Cravity ","New Delhi",4,10
"Little Saigon","New Delhi",4,10
Matchbox,"New Delhi",4,10
"China Kitchen - Hyatt Regency","New Delhi",4,10
"Haji Shabrati Nihari Wale","New Delhi",4,10
Karim's,"New Delhi",4,10
"Barbeque Nation","New Delhi",4,10
"Coffee & Cream","New Delhi",4,10
Classic,"New Delhi",4,10
Goosebumps,"New Delhi",4,10
"Art of Spices","New Delhi",4,10
"Sindhi Corner","New Delhi",4,10
L'Opera,"New Delhi",4,10
"Out Of The Box","New Delhi",4,10
Parallel,"New Delhi",4,10
"Smoke House Deli","New Delhi",4,10
"The Artful Baker","New Delhi",4,10
"Eau De Monsoon - Le Meridien","New Delhi",4,10
Litti.In,"New Delhi",4,10
"Nizam's Kathi Kabab","New Delhi",4,10
"Pepper Kitchen","New Delhi",4,10
"Salad Days","New Delhi",4,10
"Sushi Junction","New Delhi",4,10
"Bistro 57","New Delhi",4,10
"Eleven Course","New Delhi",4,10
Sinciti,"New Delhi",4,10
"Bake Me A Cake","New Delhi",4,10
"Hawalat Lounge & Bar","New Delhi",4,10
"Calendar's Kitchen by Satish Kaushik","New Delhi",4,10
"Desee Dakshin Coastal Cafe","New Delhi",4,10
"Kalol- Bar Te Kitchen","New Delhi",4,10
"Prem Di Hatti","New Delhi",4,10
"Spotlight Bistro & Bar","New Delhi",4,10
"Tippling Street","New Delhi",4,10
Hornbill,"New Delhi",4,10
"Napoli Pizza","New Delhi",4,10
"Cafe Delhi Heights","New Delhi",4,10
