"restaurant name",city,"aggregate rating",rating_rnk
"Sweta Restaurant",Noida,3.2,18
"The Chickmunks Caf刺",Noida,3.2,18
"Bebbe Da Degh",Noida,3.2,18
Mithaas,Noida,3.2,18
"221 B Baker Street",Noida,3.2,18
"Binge Restaurant",Noida,3.2,18
"Cafe Green Apple",Noida,3.2,18
"Cake Mandi",Noida,3.2,18
"Doggy Style",Noida,3.2,18
"Food Brigade",Noida,3.2,18
"Health Buzzz",Noida,3.2,18
Rasoi99,Noida,3.2,18
"Twomato Foods",Noida,3.2,18
"Mighty Mughlai",Noida,3.2,18
"Ginnis Oven",Noida,3.2,18
Whomely,Noida,3.2,18
Breaktym,Noida,3.2,18
"Andaaz E Paranthas",Noida,3.2,18
"Angeethi Se",Noida,3.2,18
"Yumm Biryani",Noida,3.2,18
"Domino's Pizza",Noida,3.2,18
"Kebab Xpress",Noida,3.2,18
"The Kav's",Ranchi,3.2,18
KFC,Ranchi,3.2,18
"Aman Restaurant",Varanasi,3.2,18
"3Cherryz Sky Lounge & Cafe",Varanasi,3.2,18
Yakooz,"New Delhi",3.1,19
"Chandni Chowk Ka Sonu Parathe Wala","New Delhi",3.1,19
"Domino's Pizza","New Delhi",3.1,19
"Health Buzzz","New Delhi",3.1,19
"Panj Taara","New Delhi",3.1,19
"Punjabi's Veg Grill","New Delhi",3.1,19
Sialkot,"New Delhi",3.1,19
"Singh-O-Singh Kebabs","New Delhi",3.1,19
"Super Snacks","New Delhi",3.1,19
"Tandoori Night","New Delhi",3.1,19
"The Roll Hut","New Delhi",3.1,19
Rainbows,"New Delhi",3.1,19
"Aryan's Rajasthani Pyaz Ki Kachori","New Delhi",3.1,19
"Biryani Blues","New Delhi",3.1,19
"Taj Cafe","New Delhi",3.1,19
"Tewari Sweets","New Delhi",3.1,19
"Punjabi Chaap Corner","New Delhi",3.1,19
"Apni Rasoi","New Delhi",3.1,19
"Baked Buns","New Delhi",3.1,19
"Chandni Chowk Parantha Corner","New Delhi",3.1,19
"Homely Delight","New Delhi",3.1,19
"Punjabi Tadka","New Delhi",3.1,19
"The Chinese Kitchen","New Delhi",3.1,19
"Twenty Four Seven","New Delhi",3.1,19
"Vegie Kitchen","New Delhi",3.1,19
Al-Bawarchi,"New Delhi",3.1,19
"Big Dragon","New Delhi",3.1,19
"Capital Curry","New Delhi",3.1,19
"Establishment Ristorante","New Delhi",3.1,19
"Lodhi Knights","New Delhi",3.1,19
"The Altitude Cafe and Deli","New Delhi",3.1,19
"Tokyo Mon Amour","New Delhi",3.1,19
"Peshawari Restaurant","New Delhi",3.1,19
"Tikka Town","New Delhi",3.1,19
"Dhaba Cash 'N' Carry Kitchen","New Delhi",3.1,19
"Dom Dang Kins Restaurant","New Delhi",3.1,19
"Hungry Hut","New Delhi",3.1,19
Prabhu,"New Delhi",3.1,19
Tripti,"New Delhi",3.1,19
Hornbill,"New Delhi",3.1,19
"Orange Cafe & Restaurant","New Delhi",3.1,19
"Cafe Blur","New Delhi",3.1,19
"Meenakshi Bhawan","New Delhi",3.1,19
"Pudding & Pie","New Delhi",3.1,19
"Rita Chinese Food","New Delhi",3.1,19
"Baskin Robbins","New Delhi",3.1,19
"Ever Green Pastry Shop","New Delhi",3.1,19
"Great Plates By AJ","New Delhi",3.1,19
"Shanghai Kitchen","New Delhi",3.1,19
"Spice Fusion","New Delhi",3.1,19
"Sweet Toof Designer Cakes","New Delhi",3.1,19
"The Edge Cafe","New Delhi",3.1,19
"The Epicure - Fraser Suites","New Delhi",3.1,19
"Agarwal Bikaneri Sweets","New Delhi",3.1,19
"Sethi's Kabab & Curries","New Delhi",3.1,19
"Wah Ji Wah","New Delhi",3.1,19
"Bobby Dhaba & Caterers","New Delhi",3.1,19
"Healthy Food Station","New Delhi",3.1,19
"Hostess Tasty Bites","New Delhi",3.1,19
"Hot Pot","New Delhi",3.1,19
Keventers,"New Delhi",3.1,19
Barista,"New Delhi",3.1,19
"Baskin Robbins","New Delhi",3.1,19
Cocoberry,"New Delhi",3.1,19
"Aapki Rasoi","New Delhi",3.1,19
"Bats On Delivery","New Delhi",3.1,19
"Burger Bros","New Delhi",3.1,19
"CL Snacks","New Delhi",3.1,19
"Sai Rasoi","New Delhi",3.1,19
"Foody Box","New Delhi",3.1,19
Giani,"New Delhi",3.1,19
"Green Chick Chop","New Delhi",3.1,19
"Milan Chole Bhature","New Delhi",3.1,19
"Pasta Hub","New Delhi",3.1,19
"Patna Roll Center","New Delhi",3.1,19
Refuel,"New Delhi",3.1,19
"SGF - Spice Grill Flame","New Delhi",3.1,19
"The Little Fork","New Delhi",3.1,19
"Desi Street","New Delhi",3.1,19
"Paratha Hi Paratha","New Delhi",3.1,19
"Picasso Roof Top","New Delhi",3.1,19
"Sweetheart Cupcakes","New Delhi",3.1,19
"Cafe Coffee Day","New Delhi",3.1,19
"New Punjabi Khana","New Delhi",3.1,19
"New Vishal Corner","New Delhi",3.1,19
Rajshree,"New Delhi",3.1,19
"The First Floor","New Delhi",3.1,19
"Baljeet's Amritsari Koolcha","New Delhi",3.1,19
"Halal Pizza Fun","New Delhi",3.1,19
"Midnight Bites","New Delhi",3.1,19
"Liter Basar","New Delhi",3.1,19
Berco's,"New Delhi",3.1,19
BonJuz,"New Delhi",3.1,19
BarShala,"New Delhi",3.1,19
"Domino's Pizza","New Delhi",3.1,19
"Le Fairway Restaurant & Bar","New Delhi",3.1,19
"Madan Cafe & Restaurant","New Delhi",3.1,19
"Pehalwan Da Hotel","New Delhi",3.1,19
"Re Cafe","New Delhi",3.1,19
"Shri Bankey Bihari Samosa Wala","New Delhi",3.1,19
"Ipshita's Cakes Mamma Bakes","New Delhi",3.1,19
"Bake Club","New Delhi",3.1,19
"Da Pizza Bakers","New Delhi",3.1,19
"Jaiveer Naan & Chaap","New Delhi",3.1,19
"Pizza Hut Delivery","New Delhi",3.1,19
24x7,"New Delhi",3.1,19
"Amritsari Kulcha","New Delhi",3.1,19
Giani's,"New Delhi",3.1,19
"Hill Chillz 26","New Delhi",3.1,19
"Laxmi Ice Cream Parlour","New Delhi",3.1,19
"Make My Day","New Delhi",3.1,19
"Peppers & Pipes","New Delhi",3.1,19
"Sahni Veg & Non Veg","New Delhi",3.1,19
"Shiv Chinese Chat Bhandar","New Delhi",3.1,19
Yellowtail,"New Delhi",3.1,19
"Chin China","New Delhi",3.1,19
"Midnight Hunger","New Delhi",3.1,19
"Moon Bite","New Delhi",3.1,19
Pash!,"New Delhi",3.1,19
"Rashi's De La Creme","New Delhi",3.1,19
"Urban Owl","New Delhi",3.1,19
"The 87 - Premier Inn","New Delhi",3.1,19
"Stallion - Pride Plaza Hotel","New Delhi",3.1,19
"Choco Doux","New Delhi",3.1,19
"Dili's Chawla Chik Inn","New Delhi",3.1,19
"Republic of Chicken","New Delhi",3.1,19
"The Night Shift","New Delhi",3.1,19
Madhuban,"New Delhi",3.1,19
Vdesi,"New Delhi",3.1,19
"Cup Cakes - Radisson Blu","New Delhi",3.1,19
"Flirty Momo's","New Delhi",3.1,19
"Pappu Ka Dhaba","New Delhi",3.1,19
"Shawarma King's","New Delhi",3.1,19
Wrapss,"New Delhi",3.1,19
"Chawla Restaurant","New Delhi",3.1,19
"Chicken Addiction","New Delhi",3.1,19
"Green Chick Chop","New Delhi",3.1,19
"Indo Traditional Kulfi","New Delhi",3.1,19
"Chit Chat","New Delhi",3.1,19
KFC,"New Delhi",3.1,19
"Urban Garden Cafe","New Delhi",3.1,19
Adish,"New Delhi",3.1,19
"China King","New Delhi",3.1,19
"Grover Dhaba","New Delhi",3.1,19
"Hangchuaa's Chinese Food Corner","New Delhi",3.1,19
"Le Himalaya","New Delhi",3.1,19
"The Baking Fusion","New Delhi",3.1,19
"The Bake Studio","New Delhi",3.1,19
"Pizza Hut","New Delhi",3.1,19
"New Zaika Kathi Rolls","New Delhi",3.1,19
"Cafe Cones & Curries","New Delhi",3.1,19
Hooters,"New Delhi",3.1,19
"The Kahuna","New Delhi",3.1,19
"Cake Symphony","New Delhi",3.1,19
"Charu Nanda's Home Baked Cakes","New Delhi",3.1,19
"Tippy Tippy Tap","New Delhi",3.1,19
"Aayana Foods","New Delhi",3.1,19
Annapoorna,"New Delhi",3.1,19
Giani,"New Delhi",3.1,19
"Paramjeet Fish & Chicken Point","New Delhi",3.1,19
"Ram Singh Chaat Bhandaar","New Delhi",3.1,19
"Walia's Dawat Mahal","New Delhi",3.1,19
"The Crust","New Delhi",3.1,19
"Aggarwal Restaurant","New Delhi",3.1,19
"Cafe Coffee Day","New Delhi",3.1,19
Frontier,"New Delhi",3.1,19
Keventers,"New Delhi",3.1,19
"Mehfil Tawa Tandoor","New Delhi",3.1,19
"Ram Chinese Food","New Delhi",3.1,19
"SGF - Spice Grill Flame","New Delhi",3.1,19
"Shri Rudram","New Delhi",3.1,19
"Smile Bakers","New Delhi",3.1,19
"Subs n Shakes","New Delhi",3.1,19
"Shivas Cafe","New Delhi",3.1,19
"Chinese Express","New Delhi",3.1,19
"Costa Coffee","New Delhi",3.1,19
"Hangchuaa's Chinese Food Corner","New Delhi",3.1,19
"Sai Juice Point","New Delhi",3.1,19
Craving,"New Delhi",3.1,19
"P2 Tandoori Momos Station","New Delhi",3.1,19
"Vaishno Bhojnalaya","New Delhi",3.1,19
"Zayka Delhi-6","New Delhi",3.1,19
"Tibb's Frankie","New Delhi",3.1,19
"Cake Shop - The Ashok","New Delhi",3.1,19
"The Claridges Garden -The Claridges","New Delhi",3.1,19
"Atrium Bar  & Lounge - The Suryaa New Delhi","New Delhi",3.1,19
"The Grill Room - The Taj Mahal Hotel","New Delhi",3.1,19
"Bhape Di Hatti","New Delhi",3.1,19
"Bhappe Di Hatti","New Delhi",3.1,19
Bimbos,"New Delhi",3.1,19
"Radha Swami Cool Hut","New Delhi",3.1,19
"34, Chowringhee Lane","New Delhi",3.1,19
"Flavourz Factoree","New Delhi",3.1,19
"Gayatri's Break Point Restaurant","New Delhi",3.1,19
"Khalsa Veg Corner","New Delhi",3.1,19
"Lajwab Bakery","New Delhi",3.1,19
"Natkhat Bakers","New Delhi",3.1,19
"Bread'D Bites","New Delhi",3.1,19
"From The Kitchen of Mala Bindra","New Delhi",3.1,19
HotPlate,"New Delhi",3.1,19
"New Janta Restaurant","New Delhi",3.1,19
"Twenty Four Seven","New Delhi",3.1,19
"Chef's Paradise","New Delhi",3.1,19
"Taj Sweets","New Delhi",3.1,19
"Black & Brew","New Delhi",3.1,19
"Nalwa's Hotspot","New Delhi",3.1,19
"Take N Taste","New Delhi",3.1,19
"Finest Pizzeria","New Delhi",3.1,19
"Grover Sweets","New Delhi",3.1,19
Kream's,"New Delhi",3.1,19
"New Madras Cafe","New Delhi",3.1,19
"Patiala Shahi Soups","New Delhi",3.1,19
"Pizza Yum","New Delhi",3.1,19
"Republic of Chicken","New Delhi",3.1,19
"Shama Chicken Corner","New Delhi",3.1,19
"Twenty Four Seven","New Delhi",3.1,19
"Health Buzzz","New Delhi",3.1,19
"Pudding & Pie","New Delhi",3.1,19
Keventers,"New Delhi",3.1,19
Subway,"New Delhi",3.1,19
"Wow! Momo","New Delhi",3.1,19
"Elegant China X-Press","New Delhi",3.1,19
"Green Chick Chop","New Delhi",3.1,19
"Ali Baba Caves",Noida,3.1,19
"JSB Evergreen Snack & Sweets",Noida,3.1,19
"Cook Du Kdu",Noida,3.1,19
"Grand Heritage Resort",Noida,3.1,19
"Kafe Republic",Noida,3.1,19
"The Noodle Co",Noida,3.1,19
"Wah Ji Wah",Noida,3.1,19
"Wok N Spice",Noida,3.1,19
"Cinnabon & Auntie Anne's",Noida,3.1,19
"Get Set Go",Noida,3.1,19
Berco's,Noida,3.1,19
"Your Spicy Kitchen",Noida,3.1,19
"Scrummy Bites",Noida,3.1,19
"Book Food Kitchen",Noida,3.1,19
"Sagar Dhaba",Noida,3.1,19
"Bon Bon Pastry Shop",Noida,3.1,19
"Hunger's Hub",Noida,3.1,19
"Maa Vaishno Shudh Bhojnalaya",Noida,3.1,19
"Sadda Taste",Noida,3.1,19
"Hari Sweets",Noida,3.1,19
"Uncle's Treat",Noida,3.1,19
"Frozen Stone",Noida,3.1,19
"The Black Box",Noida,3.1,19
Keventers,Noida,3.1,19
"Big Bone - The Meat Shop",Noida,3.1,19
"Biryani House",Noida,3.1,19
Faasos,Noida,3.1,19
"Indian Curry House",Noida,3.1,19
"Quick Grabs",Noida,3.1,19
"The Taste",Noida,3.1,19
"Fresh and Fit Ghar Ka Khana",Noida,3.1,19
"Sanskriti Foods",Noida,3.1,19
"Mithaas Sweets",Noida,3.1,19
Foodelicious,Noida,3.1,19
"Vanshika Indian, Chinese, & Parantha Corner",Noida,3.1,19
"Yumbo Bites",Noida,3.1,19
"Shree Ganesh M Cafe",Noida,3.1,19
Mirchievous,Noida,3.1,19
"Chai Thela",Noida,3.1,19
"Dev's Restaurant & Bar",Noida,3.1,19
"GVP Creations",Noida,3.1,19
"MS Foods",Noida,3.1,19
"Old Tehrii Cafe & Lounge",Noida,3.1,19
"Pizza Hut",Noida,3.1,19
"Republic of Chicken",Noida,3.1,19
"Hurry Curry",Noida,3.1,19
"Cup and Cones",Noida,3.1,19
"Mood 4 Food",Noida,3.1,19
"Northern Bytes",Noida,3.1,19
"Swag Sadda Desi",Noida,3.1,19
"Wild Chef House",Noida,3.1,19
"Hungry's Hut",Noida,3.1,19
Kebabplus,Noida,3.1,19
"Punjabi Pakwaan",Noida,3.1,19
"The Dessert Table Company",Noida,3.1,19
Cakebak,Noida,3.1,19
"Eden Kitchen & Bar",Noida,3.1,19
"Otik Hotshop",Noida,3.1,19
"Gelato Vinto",Noida,3.1,19
"Ristorante Prego",Noida,3.1,19
"Roti Restaurant",Patna,3.1,19
"Le Cafe",Puducherry,3.1,19
"Jungli Moon Dance Restaurant",Ranchi,3.1,19
Jamjar,Birmingham,3.1,19
"Sushi Loko",Bras?lia,3.1,19
Rovereto,Bras?lia,3.1,19
"Gopala Hari","S粒o Paulo",3.1,19
"Sakura Sushi & Grill",Cochrane,3.1,19
"Potato Head Folk",Singapore,3.1,19
"The Lokal",Singapore,3.1,19
"El Toreo Mexican Restaurant",Valdosta,3.1,19
"Domino's Pizza",Aurangabad,3.1,19
"Oregano India",Faridabad,3.1,19
Smugglers,Faridabad,3.1,19
"Oxy Lounge",Faridabad,3.1,19
"Handi Chhadeyan Di",Faridabad,3.1,19
"Recipe Badshah",Faridabad,3.1,19
"The Chai Cafe",Faridabad,3.1,19
"Kulcha Paaji",Faridabad,3.1,19
"Lalit Kathi Rolls Momos",Faridabad,3.1,19
"Butter & Grace",Faridabad,3.1,19
"Green Chick Chop",Faridabad,3.1,19
"Kay's Bake Land",Faridabad,3.1,19
"Kay's Food Land",Faridabad,3.1,19
"Republic of Chicken",Faridabad,3.1,19
"Green Chick Chop",Faridabad,3.1,19
"Shree Bikaner Misthan Bhandar",Faridabad,3.1,19
"TCD Cake & Bake",Faridabad,3.1,19
"The Hub",Faridabad,3.1,19
"Sardaar Ji Chaap & Rolls",Faridabad,3.1,19
"Spice Wok",Faridabad,3.1,19
"On The Rocks - The  Atrium",Faridabad,3.1,19
"Mx Corn",Ghaziabad,3.1,19
Rocketchefs,Gurgaon,3.1,19
"Knight Rider",Gurgaon,3.1,19
Subway,Gurgaon,3.1,19
"Drinks Come True",Gurgaon,3.1,19
"Night Food Xprs",Gurgaon,3.1,19
"The Rolling Pin Bakery",Gurgaon,3.1,19
"Weird Time Food",Gurgaon,3.1,19
"Cafe Coffee Day",Gurgaon,3.1,19
"Goli Vada Pav No. 1",Gurgaon,3.1,19
"Jetha Lal Ka Dhabha",Gurgaon,3.1,19
"Kusum Rolls",Gurgaon,3.1,19
"Megha Vaishno Dhaba",Gurgaon,3.1,19
"Shree Bikaner Misthan Bhandar",Gurgaon,3.1,19
"Dabba Meat",Gurgaon,3.1,19
Anjlika,Gurgaon,3.1,19
"Om Sweets & Snacks",Gurgaon,3.1,19
"Taste of Tamil Nadu",Gurgaon,3.1,19
"Cafe Coffee Day",Gurgaon,3.1,19
"Pita Pan",Gurgaon,3.1,19
"SBar Club & Lounge",Gurgaon,3.1,19
"Tunday Kababi Dastarkhwan-e-Awadh",Gurgaon,3.1,19
"Harish Phulwari",Gurgaon,3.1,19
"Jagdish Vaishno Dhaba",Gurgaon,3.1,19
Kaza,Gurgaon,3.1,19
"Laajawab Chaap Express",Gurgaon,3.1,19
"Raju Halwai",Gurgaon,3.1,19
"Baskin Robbins",Gurgaon,3.1,19
"Bikaner Sweets & Restaurant",Gurgaon,3.1,19
Giani's,Gurgaon,3.1,19
"Shree Shyam Rasoi",Gurgaon,3.1,19
"Swad On Grill",Gurgaon,3.1,19
"Angels in my Kitchen",Gurgaon,3.1,19
"Sialkoti Vaishno Dhaba",Gurgaon,3.1,19
"Burger Xpress",Gurgaon,3.1,19
"Captain's Table",Gurgaon,3.1,19
Carpedium,Gurgaon,3.1,19
"Chef Sack Kitchen",Gurgaon,3.1,19
"Indian & Chinese Corner",Gurgaon,3.1,19
"Pind Bawarchi",Gurgaon,3.1,19
"The League Restaurant",Gurgaon,3.1,19
"A One Rasoi",Gurgaon,3.1,19
"Cafe Coffee Day",Gurgaon,3.1,19
"Food Ka Mood",Gurgaon,3.1,19
"Frozen Factory",Gurgaon,3.1,19
"Goli Vada Pav No. 1",Gurgaon,3.1,19
"Green Chick Chop",Gurgaon,3.1,19
"Mogambo Kitchen",Gurgaon,3.1,19
"Raj Restaurant",Gurgaon,3.1,19
Breakfast@60,Gurgaon,3.1,19
"Curry Haus",Gurgaon,3.1,19
Munch,Gurgaon,3.1,19
Sai-Yo!,Gurgaon,3.1,19
"Tiffins 4 U",Gurgaon,3.1,19
"Needs Gourmet",Gurgaon,3.1,19
"Shri Ram Restaurant",Gurgaon,3.1,19
"Uma Foodies' Hut",Gurgaon,3.1,19
"Ammu's South Indian Restaurant",Gurgaon,3.1,19
"Elma's Delivers",Gurgaon,3.1,19
"Kake Da Hotel",Gurgaon,3.1,19
Chokola,Gurgaon,3.1,19
"My Plate",Gurgaon,3.1,19
"Riders Hub",Gurgaon,3.1,19
"Shivani Catering Services",Gurgaon,3.1,19
"Tea Halt",Gurgaon,3.1,19
"Cafe Coffee Day",Gurgaon,3.1,19
"Romi da Dhaba",Gurgaon,3.1,19
"Veg O Non",Gurgaon,3.1,19
Freito,Indore,3.1,19
"Mezbaan Grills","New Delhi",3.1,19
"Mumbai Central Street Food","New Delhi",3.1,19
"Amici Gourmet Pizza","New Delhi",3.1,19
Banzara's,"New Delhi",3.1,19
"Chicken Bite","New Delhi",3.1,19
"Garden Hut","New Delhi",3.1,19
Haldiram's,"New Delhi",3.1,19
"Jux Pux - The Dreamer's Cafe","New Delhi",3.1,19
"Uncle Cake Shop","New Delhi",3.1,19
"Bablu Kabab Shop","New Delhi",3.1,19
"Sachdeva Confectioners","New Delhi",3.1,19
"Pizza Hut","New Delhi",3.1,19
"South Indian Food","New Delhi",3.1,19
"New Zaika","New Delhi",3.1,19
"Breakfast Corner","New Delhi",3.1,19
"Spicy Eleven","New Delhi",3.1,19
"Anmol Chicken","New Delhi",3.1,19
"Brijwasi Bhoj","New Delhi",3.1,19
"Shri Hari Sharnam","New Delhi",3.1,19
"Tiwari Ji Confectioner","New Delhi",3.1,19
"Milk n More","New Delhi",3.1,19
"Aristocrat Sweet Shop","New Delhi",3.1,19
Shepherd's,"New Delhi",3.1,19
"Tasty Tonight","New Delhi",3.1,19
Al-raaya,"New Delhi",3.1,19
"Anand Ji Restaurant","New Delhi",3.1,19
"Sab Ke Khatir","New Delhi",3.1,19
"Castle 9","New Delhi",3.1,19
"Eleven to Eleven","New Delhi",3.1,19
"Manchanda Bakery","New Delhi",3.1,19
"Anil Mishtan Wala","New Delhi",3.1,19
Kitchen22,"New Delhi",3.1,19
"Man Vs Food The Kitchen","New Delhi",3.1,19
MB's,"New Delhi",3.1,19
"A Vaishno Bhojnalaya","New Delhi",3.1,19
"Green Chick Chop","New Delhi",3.1,19
"Tilak's The Diners","New Delhi",3.1,19
"Hotel Tamil Nadu","New Delhi",3.1,19
Odisha,"New Delhi",3.1,19
Wazwan,"New Delhi",3.1,19
"New South Indian Hut","New Delhi",3.1,19
"Sultan Food","New Delhi",3.1,19
"Uncle Bakery","New Delhi",3.1,19
"Urban Kabab","New Delhi",3.1,19
Habibi,"New Delhi",3.1,19
"Govinda's Confectionery","New Delhi",3.1,19
"Halka Fulka","New Delhi",3.1,19
Ikreate,"New Delhi",3.1,19
"Naagar Foods","New Delhi",3.1,19
"Shiv Shakti Vaishno Bhojnalaya","New Delhi",3.1,19
"Zaaika Junction","New Delhi",3.1,19
"Chinese Food","New Delhi",3.1,19
"Eggless Dukes","New Delhi",3.1,19
Wrapss,"New Delhi",3.1,19
"Cafe Coffee Day","New Delhi",3.1,19
"Drool Waffles","New Delhi",3.1,19
Karim's,"New Delhi",3.1,19
"Moti Mahal Delux","New Delhi",3.1,19
"Rahul Meat Corner","New Delhi",3.1,19
"New Bengal Sweets","New Delhi",3.1,19
"A Lot Like Cake","New Delhi",3.1,19
"Koyla Kebab","New Delhi",3.1,19
"Spanish Delights","New Delhi",3.1,19
"Chilli Singh","New Delhi",3.1,19
"Red Chilli","New Delhi",3.1,19
"Oh Boy Lounge","New Delhi",3.1,19
"Vaishnu Bhojanalaya","New Delhi",3.1,19
"Amritsar Juction","New Delhi",3.1,19
"Changezi Chicken","New Delhi",3.1,19
"Gola Northend","New Delhi",3.1,19
"Sugar Boutique","New Delhi",3.1,19
"Food Refill","New Delhi",3.1,19
"Green Chick Chop","New Delhi",3.1,19
"Kathi Roll Corner 44","New Delhi",3.1,19
"Punjabi Tadka","New Delhi",3.1,19
Southy,"New Delhi",3.1,19
"The Hub -  ibis New Delhi","New Delhi",3.1,19
"Baked and Wrapped","New Delhi",3.1,19
"M.P. Canteen","New Delhi",3.1,19
"Cafe Meadows","New Delhi",3.1,19
"Dilli Darbaar","New Delhi",3.1,19
"Kocktails & Kurries","New Delhi",3.1,19
"Lal Dhaba","New Delhi",3.1,19
"Amritsar Express","New Delhi",3.1,19
"Baba Chicken Ludhiana Wale","New Delhi",3.1,19
"Cafe Coffee Day","New Delhi",3.1,19
"Chin Pokli","New Delhi",3.1,19
"Delhi Dhaba","New Delhi",3.1,19
"Flirty Momo's","New Delhi",3.1,19
"Nagi Fish Corner","New Delhi",3.1,19
"Sarpal Restaurant","New Delhi",3.1,19
"Shanta Fresh Fish Corner","New Delhi",3.1,19
"Anmol Chicken Corner","New Delhi",3.1,19
"Cool Point Shahi Tukda","New Delhi",3.1,19
Subway,"New Delhi",3.1,19
"Cake Me Up","New Delhi",3.1,19
Giani's,"New Delhi",3.1,19
"Green Chick Chop","New Delhi",3.1,19
"Kadimi Sweets","New Delhi",3.1,19
"Paljees Fresh Baked","New Delhi",3.1,19
"Pinka's Rasoi","New Delhi",3.1,19
"Cafe Coffee Day","New Delhi",3.1,19
"Svasti Cafe","New Delhi",3.1,19
"Cafe Coffee Day","New Delhi",3.1,19
"Chao Cart","New Delhi",3.1,19
"Ambarsaria by Gourmet Affaire's","New Delhi",3.1,19
"Veer Jee Restaurant","New Delhi",3.1,19
"Bikaner Namkeen Bhandar","New Delhi",3.1,19
"Fresh n Frozen","New Delhi",3.1,19
"Sanjha Chulha","New Delhi",3.1,19
"Shaan e Punjab","New Delhi",3.1,19
"Cake Plaza","New Delhi",3.1,19
"Crispy Tokri","New Delhi",3.1,19
"New Radhe Radhe Snacks Corner","New Delhi",3.1,19
"Paul's Homemade","New Delhi",3.1,19
"Prince of China","New Delhi",3.1,19
"Shiv Dhaba","New Delhi",3.1,19
"Walk To Italy","New Delhi",3.1,19
BTW,"New Delhi",3.1,19
"Daawat E Mezbaan","New Delhi",3.1,19
Gullu's,"New Delhi",3.1,19
"Vishal Restaurant","New Delhi",3.1,19
"Chawla Di Hutti","New Delhi",3.1,19
"Guru Rakha","New Delhi",3.1,19
"Gulnar Bar Be Que","New Delhi",3.1,19
"New Angaar Hyderabadi","New Delhi",3.1,19
Raffles,"New Delhi",3.1,19
Shudh,"New Delhi",3.1,19
Southy,"New Delhi",3.1,19
"Captain Grub","New Delhi",3.1,19
"Amaze Dining","New Delhi",3.1,19
"Amritsari Naan & Kulcha","New Delhi",3.1,19
"Chicken Chilli Corner","New Delhi",3.1,19
"Moradabadi Biryani","New Delhi",3.1,19
"Pahariya Chicken Corner","New Delhi",3.1,19
"Chez Michou",Bras?lia,3,20
"Consort Restaurant",Consort,3,20
"Makansutra Gluttons Bay",Singapore,3,20
"Snax Points",Faridabad,3,20
"Green Chick Chop",Faridabad,3,20
"Cakes 'n Bakes - Park Plaza",Faridabad,3,20
"Sagar Bakery",Faridabad,3,20
Chopstick,Faridabad,3,20
Hungrill,Faridabad,3,20
"Parkash Dhaba",Faridabad,3,20
"The Hub - Gourmet, Bakers & More",Faridabad,3,20
"Desi Tadka",Faridabad,3,20
Cravings,Faridabad,3,20
"Kaushik Bakery",Faridabad,3,20
"Rama Vaishnav Bhojnalaya",Faridabad,3,20
"Shree Bikaner Misthan Bhandar",Faridabad,3,20
"The Hunger End",Faridabad,3,20
"Anupam Sweets & Restaurant",Faridabad,3,20
"Indian Gourmet",Faridabad,3,20
Bawarchi,Faridabad,3,20
"Rock Cafe",Faridabad,3,20
"Vrindavan Sweets & Restaurant",Faridabad,3,20
"Yummy Cake",Faridabad,3,20
"Bakers Delight - The Atrium",Faridabad,3,20
"Thakur Bakers",Ghaziabad,3,20
"Dosa X'press",Ghaziabad,3,20
"Cakes & More",Gurgaon,3,20
"Kwality Wall's Swirl's",Gurgaon,3,20
"Yo! Dimsum",Gurgaon,3,20
Red,Gurgaon,3,20
"60 ML - Country Inn & Suites by Carlson",Gurgaon,3,20
Italiano,Gurgaon,3,20
"GenY Cuisines",Gurgaon,3,20
"Apni Rasoi",Gurgaon,3,20
"Cake Point",Gurgaon,3,20
"Chateau Garlic",Gurgaon,3,20
Rasoi,Gurgaon,3,20
"Theka Desi Khaana",Gurgaon,3,20
"Bar Code - Leisure Inn",Gurgaon,3,20
"Bites - Leisure Inn",Gurgaon,3,20
"Outback Bar and Grill - Leisure Inn",Gurgaon,3,20
"Frozen Adda",Gurgaon,3,20
A1,Gurgaon,3,20
"Ko Jitters",Gurgaon,3,20
"Laddu Gopal",Gurgaon,3,20
"Samrat The Cake Shoppe",Gurgaon,3,20
"Sanjha Chula",Gurgaon,3,20
"The Chic",Gurgaon,3,20
"Shree Bikaner Misthan Bhandar",Gurgaon,3,20
"The Pepper's",Gurgaon,3,20
"K2 Restaurant",Gurgaon,3,20
"Colonel's Kababz",Gurgaon,3,20
"Sapra Pastry Treat",Gurgaon,3,20
"Burger King",Gurgaon,3,20
"Maa Bhagwati Tiffins",Gurgaon,3,20
"Spices & Sauces",Gurgaon,3,20
Bakingo,Gurgaon,3,20
"Cake Maker",Gurgaon,3,20
"Mr. & Mrs. Idly",Gurgaon,3,20
"Ridhi Sidhi",Gurgaon,3,20
"The Guls",Gurgaon,3,20
"Zync - Rosewood Hotel",Gurgaon,3,20
Cake2you,Gurgaon,3,20
"Khan Kabab Corner",Gurgaon,3,20
"Cake Desire",Gurgaon,3,20
Faasos,Gurgaon,3,20
Latenight.in,Gurgaon,3,20
Cafeast,Gurgaon,3,20
"Yomo-Your Only Momo Outlet",Gurgaon,3,20
"Midnight Sutra",Gurgaon,3,20
"Blossoms 4 U",Gurgaon,3,20
Droolfi,Gurgaon,3,20
FatPlates,Gurgaon,3,20
"Ghar Ki Handi",Gurgaon,3,20
"Pure Bliss",Gurgaon,3,20
"Puskar Raj Momos & Chinese Corner",Gurgaon,3,20
"Yomo-Your Only Momo Outlet",Gurgaon,3,20
