"restaurant name",city,"average cost for two",cost_rnk
"Go! Dimsum",Gurgaon,100,8765
"New Sukh Sagar",Gurgaon,100,8766
"Shyam Sweets",Gurgaon,100,8767
"Aggarwal Sweets & Restaurant",Gurgaon,100,8768
"Sadhana Restaurant",Nashik,100,8769
"Cookie Shookie","New Delhi",100,8770
"Jai Maa Shaarde Samose Wala","New Delhi",100,8771
"Bikaner Kesarvala","New Delhi",100,8772
"VadaPav 'n' Frankie","New Delhi",100,8773
"Chhabra Sweets","New Delhi",100,8774
"Bhagat Ji","New Delhi",100,8775
"Bhaijaan Kababs","New Delhi",100,8776
"Mahalaxmi Mishthan Bhandar","New Delhi",100,8777
"Padam Chaat Corner","New Delhi",100,8778
"Ram Parshad Makhan Lal","New Delhi",100,8779
"Rehmatullah's Hotel","New Delhi",100,8780
"Sharma Bhojnalay","New Delhi",100,8781
"Shree Balaji Chaat Bhandar","New Delhi",100,8782
"Shri Duli Chand Naresh Gupta","New Delhi",100,8783
"Tiwari Ji Confectioner","New Delhi",100,8784
"Amritsari Lassi Wala","New Delhi",100,8785
"Annapurna Bhandar","New Delhi",100,8786
"Kedarnath Prem Chand Halwai","New Delhi",100,8787
"Natraj Dahi Bhalle Wala","New Delhi",100,8788
"Old Famous Jalebi Wala","New Delhi",100,8789
"Shiv Misthan Bhandar","New Delhi",100,8790
"Special Jalebi Wala","New Delhi",100,8791
"Annapurna Chaat & Sweets","New Delhi",100,8792
"Dessi Food","New Delhi",100,8793
"Old Kheer Shop","New Delhi",100,8794
"Shri Bhujia Bhandar","New Delhi",100,8795
"Milk n More","New Delhi",100,8796
"Hira Chaat Corner","New Delhi",100,8797
"Shri Gujrat Namkeen Bhandar","New Delhi",100,8798
"Ustad Moinuddin Kebab","New Delhi",100,8799
"Ashok Chaat Corner","New Delhi",100,8800
Ashirbad,"New Delhi",100,8801
"Chocolatiers - The Chocolate Boutique","New Delhi",100,8802
"Dadu Cutlet Shop","New Delhi",100,8803
"The Singing Tree","New Delhi",100,8804
"Brownies & More","New Delhi",100,8805
"Punjabi Flavour","New Delhi",100,8806
"Aunty's Kitchen","New Delhi",100,8807
"Parantha Point","New Delhi",100,8808
"Shree Krishna Dhaba","New Delhi",100,8809
"Anil Mishtan Wala","New Delhi",100,8810
"A Vaishno Bhojnalaya","New Delhi",100,8811
"Grover's - The Baker Shop","New Delhi",100,8812
"Jai Hind Dairy","New Delhi",100,8813
"Take n Taste Shawarma Zone","New Delhi",100,8814
"Derawal Soda Fountain","New Delhi",100,8815
"Uncle Bakery","New Delhi",100,8816
"Aggarwal Sweets","New Delhi",100,8817
"Froshier Fruits","New Delhi",100,8818
"Delhi Pizza Corner","New Delhi",100,8819
"Ghar Ka Khana","New Delhi",100,8820
"Cafe Buddy's","New Delhi",100,8821
"Gupta's Food Point","New Delhi",100,8822
"Lots of Food","New Delhi",100,8823
"Parantha on Call","New Delhi",100,8824
"Krishna Juice & Shakes Corner","New Delhi",100,8825
"Mahesh Shudh Vaishno Bhojanalya","New Delhi",100,8826
"RAM-G Samose Wale","New Delhi",100,8827
"Shubham Vaishno Bhojanalya","New Delhi",100,8828
"Bhogalji Bikaner Sweets","New Delhi",100,8829
"Roti Aur Boti","New Delhi",100,8830
Noddy's,"New Delhi",100,8831
"Om Ji Bhature Wale","New Delhi",100,8832
"Chaat Corner","New Delhi",100,8833
"All About Food","New Delhi",100,8834
"Dilli Darbaar","New Delhi",100,8835
"Mahalaxmi Dairy & Sweets","New Delhi",100,8836
"KG Confectionery and Pastry Shop","New Delhi",100,8837
"Amritsar Express","New Delhi",100,8838
"Dewan Sweets","New Delhi",100,8839
"Roti Aur Boti","New Delhi",100,8840
"Jalebi Wala","New Delhi",100,8841
"Cool Point Shahi Tukda","New Delhi",100,8842
"Kallan Sweets","New Delhi",100,8843
"Ameer Sweets House","New Delhi",100,8844
"Golden Bakery","New Delhi",100,8845
"Cool Point","New Delhi",100,8846
"Modi Pastry Corner","New Delhi",100,8847
"Maan Singh Halwai","New Delhi",100,8848
"Radhe Shyam Chole Bhature","New Delhi",100,8849
"Food Corner","New Delhi",100,8850
"Aggarwal Sweets India","New Delhi",100,8851
"Om Di Hatti","New Delhi",100,8852
"Yadav Namkeens & Bakers","New Delhi",100,8853
"Kumar Samose Wala","New Delhi",100,8854
"Chandni Chowk Ka Sonu Parathe Wala","New Delhi",100,8855
"Jeeta Kulfi Walle","New Delhi",100,8856
"Mother Sweets","New Delhi",100,8857
"Raja Chat Corner","New Delhi",100,8858
"Goldy Chat Bhandar","New Delhi",100,8859
"Ramlal Sweets","New Delhi",100,8860
"Aryan's Rajasthani Pyaz Ki Kachori","New Delhi",100,8861
"Mahadev Dhaba","New Delhi",100,8862
"Sindhi Kulfi","New Delhi",100,8863
Govinda,"New Delhi",100,8864
Bigbee,"New Delhi",100,8865
"Chandni Chowk Parantha Corner","New Delhi",100,8866
"Chatori Zubaan Chur Chur Naan","New Delhi",100,8867
"Kolcata Bengali Dhaba","New Delhi",100,8868
"Super Loco",Singapore,95,8869
Beirute,Bras?lia,90,8870
Cervantes,"Rio de Janeiro",90,8871
"Balada Mix","Rio de Janeiro",90,8872
"Fil刺 de Ouro","Rio de Janeiro",90,8873
"Maharaja Bhog",Dubai,90,8874
"Rasoi Ghar",Dubai,90,8875
Saffron,Sharjah,90,8876
"Depot Eatery and Oyster Bar",Auckland,90,8877
"The Kimchi Project",Auckland,90,8878
"The Garden Shed",Auckland,90,8879
"The Crab Shack","Wellington City",90,8880
"The Kitchin",Edinburgh,90,8881
Yauatcha,London,90,8882
Baltazar,防stanbul,90,8883
"Manchester House",Manchester,85,8884
"Aconchego Carioca","Rio de Janeiro",85,8885
Kamat,Sharjah,85,8886
"Sushi Loko",Bras?lia,80,8887
"Garota de Ipanema","Rio de Janeiro",80,8888
"Potato Head Folk",Singapore,80,8889
"The Refinery Singapore",Singapore,80,8890
"Indian By Nature","Abu Dhabi",80,8891
"Najmat Lahore Restaurant",Sharjah,80,8892
"Pizza Hut",Sharjah,80,8893
Loretta,"Wellington City",80,8894
Olive,"Wellington City",80,8895
"Lasan Restaurant",Birmingham,80,8896
Gymkhana,London,80,8897
Gaucho,Manchester,80,8898
"Indian Coffee House",Doha,80,8899
"Punjab Restaurant",Doha,80,8900
"Gaga Manjero",Ankara,80,8901
"The Bigos",Ankara,80,8902
Valonia,防stanbul,80,8903
"Leman K?lt?r",防stanbul,80,8904
"Naml旁 Gurme",防stanbul,80,8905
"Emirgan S?ti괃",防stanbul,75,8906
"Red Steak & Burger","S粒o Paulo",75,8907
"Artichoke Cafe",Singapore,75,8908
"Quiosque Chopp Brahma","Rio de Janeiro",70,8909
"Gopala Hari","S粒o Paulo",70,8910
Veloso,"S粒o Paulo",70,8911
"Henry Campbell's Steakhouse",Albany,70,8912
"Chandlers Steakhouse",Boise,70,8913
"Barbacoa Restaurant",Boise,70,8914
"Duck City Bistro",Davenport,70,8915
"Tursi's Latin King","Des Moines",70,8916
"Woodfire Grille",Dubuque,70,8917
"Downtown Grill",Macon,70,8918
Natalia's,Macon,70,8919
"Blue Point Grill",Princeton,70,8920
"Mama's Fish House","Rest of Hawaii",70,8921
"Duke's Waikiki","Rest of Hawaii",70,8922
Roy's,"Rest of Hawaii",70,8923
"Rocks on the River",Savannah,70,8924
"The Olde Pink House",Savannah,70,8925
"Vic's On The River",Savannah,70,8926
"Kahill's Steak-Fish Chophouse","Sioux City",70,8927
"Bern's Steak House","Tampa Bay",70,8928
"Edison: Food+Drink Lab","Tampa Bay",70,8929
"Mori's Japanese Steakhouse & Sushi Bar",Valdosta,70,8930
"Lake House Restaurant","Vineland Station",70,8931
"Sofra Istanbul","Abu Dhabi",70,8932
"Bait El Khetyar","Abu Dhabi",70,8933
"Vadakkan Pepper",Sharjah,70,8934
"Tucks and Bao",Auckland,70,8935
Ombra,"Wellington City",70,8936
wagamama,"Wellington City",70,8937
Chaophraya,Manchester,70,8938
"Timboo Cafe",Ankara,70,8939
"Hattena Hatay  Sofras旁",Ankara,70,8940
"Timboo Cafe",Ankara,70,8941
D?vero範lu,Ankara,70,8942
D?vero範lu,Ankara,70,8943
Orleans,Auckland,65,8944
"Divino Fog粒o","S粒o Paulo",65,8945
"Katis Restaurant",Sharjah,65,8946
Maori,Bras?lia,60,8947
"Buena Carne",Bras?lia,60,8948
Bibi,"Rio de Janeiro",60,8949
"TT Burger","Rio de Janeiro",60,8950
"Seasons 52 Fresh Grill",Orlando,60,8951
"The Lokal",Singapore,60,8952
"I Am",Singapore,60,8953
"Sangeetha Vegetarian Restaurant","Abu Dhabi",60,8954
"Aroos Damascus",Sharjah,60,8955
"Rajasthan Al Malaki",Sharjah,60,8956
"Federal Delicatessen",Auckland,60,8957
Frasers,Auckland,60,8958
PappaRich,Auckland,60,8959
"Five Boroughs","Wellington City",60,8960
Bank,Birmingham,60,8961
Roka,London,60,8962
"MRA Bakery Sweets & Restaurant",Doha,60,8963
"?ukura範a Sofras旁",Ankara,60,8964
"Kebap 49",Ankara,60,8965
"Big Fish Eatery",Auckland,55,8966
"Burger Liquor","Wellington City",55,8967
Steak,Edinburgh,55,8968
"Duck & Waffle",London,55,8969
Dishoom,London,55,8970
"The Grill On The Alley",Manchester,55,8971
"Mr Cooper's House & Garden - The Midland",Manchester,55,8972
"Walter's Coffee Roastery",防stanbul,55,8973
"Chez Michou",Bras?lia,55,8974
"Cantinho da Gula","S粒o Paulo",55,8975
"Pizza 掌 Bessa",Bras?lia,50,8976
"Brazilian American Burgers",Bras?lia,50,8977
"Super Grill","S粒o Paulo",50,8978
"Raglan Road Irish Pub and Restaurant",Orlando,50,8979
"Maggiano's Little Italy",Orlando,50,8980
"Boufe Boutique Cafe",Singapore,50,8981
Artistry,Singapore,50,8982
"Tikka Tonight","Abu Dhabi",50,8983
"Al Mukhtar Bakery",Sharjah,50,8984
"Sis Burger",Sharjah,50,8985
"Pandit Ved Prakash Lemon Wale","New Delhi",50,8986
"Ratan Singh","New Delhi",50,8987
"Jung Bahadur Kachori Wala","New Delhi",50,8988
"Preet Fast Foods","New Delhi",50,8989
"Front Food Corner","New Delhi",50,8990
"Sharma Kachoriwala","New Delhi",50,8991
"Pakode Ki Dukaan","New Delhi",50,8992
"Shri Ram Poori Wale","New Delhi",50,8993
"Duggal Snacks","New Delhi",50,8994
"Delhi Chaat Bhandar","New Delhi",50,8995
"Special Tea Point","New Delhi",50,8996
"Student Corner","New Delhi",50,8997
"Raju De Special Paneer Wale","New Delhi",50,8998
"Yadav Ji Chholey Bhature","New Delhi",50,8999
Freezy,"New Delhi",50,9000
"Ram Ram Ji Kachori Bhandar","New Delhi",50,9001
"Shree Raja Ram","New Delhi",50,9002
"Shahi Kachauri Wale","New Delhi",50,9003
"Shahi Kachauri","New Delhi",50,9004
"Aggarwal Jalebi Wale","New Delhi",50,9005
"Aggarwal Confectionary","New Delhi",50,9006
"Famous Parantha and Poori Sabzi","New Delhi",50,9007
"Sweets n Treats","New Delhi",50,9008
"Indian Special Hot Momos",Noida,50,9009
Milse,Auckland,50,9010
Chinoiserie,Auckland,50,9011
"Winona Forever",Auckland,50,9012
"Maranui Cafe","Wellington City",50,9013
"The Hangar","Wellington City",50,9014
"Caffe L'affare","Wellington City",50,9015
"Enigma Cafe","Wellington City",50,9016
Fidel's,"Wellington City",50,9017
"Little Penang","Wellington City",50,9018
"Jamie's Italian",Birmingham,50,9019
"Fiesta del Asado",Birmingham,50,9020
Chaophraya,Edinburgh,50,9021
"Jamie's Italian",London,50,9022
"Jamie's Italian",Manchester,50,9023
Solita,Manchester,50,9024
"Zouk Tea Bar & Grill",Manchester,50,9025
"Gokul Gujarati Restaurant",Doha,50,9026
Liva,Ankara,50,9027
"Y旁ld旁z Aspava",Ankara,50,9028
"Zigana Pide",Ankara,50,9029
"J'adore Chocolatier",防stanbul,50,9030
"Little Sister Cafe",Auckland,45,9031
"San Carlo",Birmingham,45,9032
"Tipu Sultan",Birmingham,45,9033
"Mughal E Azam",Birmingham,45,9034
"Roseleaf Bar Cafe",Edinburgh,45,9035
"Bocca Di Lupo",London,45,9036
"Roti Chai",London,45,9037
Teacup,Manchester,45,9038
"Casa do Biscoito Mineiro",Bras?lia,45,9039
'Ohana,Orlando,45,9040
"Bahama Breeze Island Grille",Orlando,45,9041
"Texas Roadhouse",Pocatello,45,9042
"Leme Light","Rio de Janeiro",40,9043
"Mikata Japanese Steakhouse",Albany,40,9044
"Shogun Japanese Steak House",Albany,40,9045
"The Catch Seafood Room & Oyster Bar",Albany,40,9046
"Last Resort Grill",Athens,40,9047
"Five & Ten",Athens,40,9048
"La Dolce Vita Ristorante",Athens,40,9049
"The National",Athens,40,9050
"Miyabi Kyoto Japanese Steak House",Augusta,40,9051
"Rae's Coastal Cafe",Augusta,40,9052
"Manuel's Bread Cafe",Augusta,40,9053
"Frog Hollow Tavern",Augusta,40,9054
Takosushi,Augusta,40,9055
"The Chop House",Augusta,40,9056
"Mai Thai Restaurant",Boise,40,9057
Tucanos,Boise,40,9058
"Brick 29",Boise,40,9059
Winifreds,"Cedar Rapids/Iowa City",40,9060
"Biaggi's Ristorante Italiano","Cedar Rapids/Iowa City",40,9061
"Granite City Food & Brewery","Cedar Rapids/Iowa City",40,9062
Graze,"Cedar Rapids/Iowa City",40,9063
"Atlas World Grill","Cedar Rapids/Iowa City",40,9064
Devotay,"Cedar Rapids/Iowa City",40,9065
"Fuji Japanese Steak House",Columbus,40,9066
"Samurai Japanese Cuisine & Sushi Bar",Columbus,40,9067
"Wasabi Sushi and Thai",Columbus,40,9068
"Buckhead Bar and Grill",Columbus,40,9069
Meritage,Columbus,40,9070
"Wood Stone",Columbus,40,9071
"Hunter's Pub",Columbus,40,9072
"Fuji Japanese Steakhouse",Dalton,40,9073
"Red Ginger Sushi, Grill & Bar",Davenport,40,9074
Osaka,Davenport,40,9075
"Flying Mango","Des Moines",40,9076
Centro,"Des Moines",40,9077
"Court Avenue Brewing Company","Des Moines",40,9078
Django,"Des Moines",40,9079
"Waterfront Seafood Market","Des Moines",40,9080
"Ichiban Hibachi Steakhouse & Sushi Bar",Dubuque,40,9081
"L. May Eatery",Dubuque,40,9082
"Pepper Sprout Incorporated",Dubuque,40,9083
"Corkscrew Cafe",Gainesville,40,9084
Antebellum,Gainesville,40,9085
Bodensee,Gainesville,40,9086
Dovetail,Macon,40,9087
"Bonefish Grill",Macon,40,9088
"Zen Japanese Steakhouse and Sushi Bar",Macon,40,9089
"The Artesian Restaurant","Ojo Caliente",40,9090
"Cev?che Tapas Bar & Restaurant",Orlando,40,9091
"Caf刺 Tu Tu Tango",Orlando,40,9092
"Hollerbach's Willow Tree Caf刺",Orlando,40,9093
"Bosphorous Turkish Cuisine",Orlando,40,9094
Hillstone,Orlando,40,9095
"The Ravenous Pig",Orlando,40,9096
"McGuire's Irish Pub & Brewery",Pensacola,40,9097
"Carrabba's Italian Grill",Pensacola,40,9098
"Dharma Blue",Pensacola,40,9099
"Global Grill",Pensacola,40,9100
"The Fish House",Pensacola,40,9101
"Flounders Chowder House",Pensacola,40,9102
"Hemingway's Island Grill",Pensacola,40,9103
"Peg Leg Pete's",Pensacola,40,9104
"The Grand Marlin",Pensacola,40,9105
"Fisherman's Corner",Pensacola,40,9106
"Buddy's Italian Restaurant",Pocatello,40,9107
"Sandpiper Restaurant & Lounge",Pocatello,40,9108
"The Bridge",Pocatello,40,9109
"Monkeypod Kitchen by Merriman","Rest of Hawaii",40,9110
"Sansei Seafood Restaurant & Sushi Bar","Rest of Hawaii",40,9111
"Hula Grill","Rest of Hawaii",40,9112
Kimo's,"Rest of Hawaii",40,9113
"Yard House","Rest of Hawaii",40,9114
"The Lady & Sons",Savannah,40,9115
"Green Truck Pub",Savannah,40,9116
"Mrs. Wilkes' Dining Room",Savannah,40,9117
"Pirates' House Restaurant",Savannah,40,9118
"Huey's On The River",Savannah,40,9119
"The Crab Shack",Savannah,40,9120
"Chye Seng Huat Hardware",Singapore,40,9121
"Bitters & Love",Singapore,40,9122
"Archie's Waeside","Sioux City",40,9123
"Fuji Bay Japanese Restaurant","Sioux City",40,9124
"Minerva's Food & Cocktails","Sioux City",40,9125
"Tokyo Japanese Steakhouse & Sushi Bar","Sioux City",40,9126
"El Fredo Pizza","Sioux City",40,9127
"Boca Kitchen Bar Market","Tampa Bay",40,9128
"Salt Rock Grill","Tampa Bay",40,9129
"Conch Republic Grill","Tampa Bay",40,9130
"Mr. Dunderbak's Biergarten and Marketplatz","Tampa Bay",40,9131
"Red Mesa Restaurant","Tampa Bay",40,9132
Datz,"Tampa Bay",40,9133
"Ella's Americana Folk Art Cafe","Tampa Bay",40,9134
"The Refinery","Tampa Bay",40,9135
"Columbia Restaurant","Tampa Bay",40,9136
"306 North Restaurant",Valdosta,40,9137
"Austins Cattle Co",Valdosta,40,9138
"Bubba Jax Crab Shack",Valdosta,40,9139
"Giulios Greek & Italian Restaurant",Valdosta,40,9140
"Steel Magnolias",Valdosta,40,9141
Montage,Waterloo,40,9142
Sakura,Waterloo,40,9143
"Galleria de Paco",Waterloo,40,9144
Derby,Sharjah,40,9145
"Kiss Kiss",Auckland,40,9146
"Fisherman's Plate","Wellington City",40,9147
"Midnight Espresso","Wellington City",40,9148
Bodega,Birmingham,40,9149
"Hard Rock Cafe",Edinburgh,40,9150
"The Boozy Cow",Edinburgh,40,9151
"The Breakfast Club",London,40,9152
"Bone Daddies",London,40,9153
"Almost Famous Burgers",Manchester,40,9154
"Me괃hur ?z?elik Aspava",Ankara,40,9155
"Pizza 防l Forno",Ankara,40,9156
"Karak?y G?ll?o範lu",防stanbul,40,9157
"Eden Noodles Cafe ?_??냳_냳_씊",Auckland,35,9158
"Handmade Burger Co.",Birmingham,35,9159
"Mimi's Bakehouse",Edinburgh,35,9160
Civerinos,Edinburgh,35,9161
"The Hanging Bat",Edinburgh,35,9162
"Flat Iron",London,35,9163
Dishoom,London,35,9164
Nawaab,Manchester,35,9165
Mughli,Manchester,35,9166
"Turta Home Cafe",Ankara,35,9167
"Dem Karak?y",防stanbul,35,9168
"Thai Kitchen",Augusta,35,9169
"Earl of Sandwich",Orlando,35,9170
"Hawkers Asian Street Fare",Orlando,35,9171
"Yellow Dog Eats",Orlando,35,9172
"Kona Brewing Company","Rest of Hawaii",35,9173
"Beijing Cafe",Valdosta,35,9174
"Caf刺 Daniel Briand",Bras?lia,30,9175
"Sandubas Caf刺",Bras?lia,30,9176
"Flaxton Gardens",Flaxton,30,9177
"Three Anchors","Middleton Beach",30,9178
"Poets Cafe",Montville,30,9179
"Vivo Bar and Grill","Palm Cove",30,9180
Butterburrs,Pocatello,30,9181
"Coconuts Fish Cafe","Rest of Hawaii",30,9182
"Makansutra Gluttons Bay",Singapore,30,9183
"1918 Bistro & Grill",Tanunda,30,9184
Chaophraya,Birmingham,30,9185
"Istanbul Restaurant",Birmingham,30,9186
"The Plough",Birmingham,30,9187
"Loudons Cafe & Bakery",Edinburgh,30,9188
"La Favorita",Edinburgh,30,9189
"El Cartel",Edinburgh,30,9190
"The Elephant House",Edinburgh,30,9191
"Masala Zone",London,30,9192
"Five Guys",London,30,9193
"Shake Shack",London,30,9194
"Monolos Playhouse Restaurant",Manchester,30,9195
"Home Sweet Home",Manchester,30,9196
Akbars,Manchester,30,9197
Starbucks,防stanbul,30,9198
Miann,Auckland,25,9199
"Ekim Burgers","Wellington City",25,9200
Bentoya,Edinburgh,25,9201
"Mother India's Cafe",Edinburgh,25,9202
Lahore,Manchester,25,9203
"San Carlo",Manchester,25,9204
"Austin's BBQ and Oyster Bar",Albany,25,9205
"Harvest Moon",Albany,25,9206
"Hong Kong Cafe",Albany,25,9207
"Locos Grill & Pub",Albany,25,9208
"Longhorn Steakhouse",Albany,25,9209
"DePalma's Italian Cafe - Downtown",Athens,25,9210
"DePalma's Italian Cafe - East Side",Athens,25,9211
Shokitini,Athens,25,9212
"Trappeze Pub",Athens,25,9213
"The Bee's Knees",Augusta,25,9214
"Farmhaus Burger",Augusta,25,9215
"Sconyers Bar B Que",Augusta,25,9216
"Giuseppe's Pizza & Italian Specialities",Augusta,25,9217
"Mellow Mushroom",Augusta,25,9218
"Rhinehart's Oyster Bar",Augusta,25,9219
"The Taj of India",Augusta,25,9220
"Augsburg Haus",Augusta,25,9221
"Rhinehart's Oyster Bar",Augusta,25,9222
Bardenay,Boise,25,9223
"Flatbread Neapolitan Pizzeria",Boise,25,9224
"Goldy's Breakfast Bistro",Boise,25,9225
"Bittercreek Ale House",Boise,25,9226
"Flying Pie Pizzaria",Boise,25,9227
Fork,Boise,25,9228
"Lucianos Italian Restaurant",Boise,25,9229
"Shige Japanese Cuisine",Boise,25,9230
"Texas Roadhouse",Boise,25,9231
"Irish Democrat","Cedar Rapids/Iowa City",25,9232
"Taste of India","Cedar Rapids/Iowa City",25,9233
Monica's,"Cedar Rapids/Iowa City",25,9234
"Exotic India","Cedar Rapids/Iowa City",25,9235
"Bluebird Diner","Cedar Rapids/Iowa City",25,9236
"A & A Pagliai's Pizza","Cedar Rapids/Iowa City",25,9237
BlackStone,"Cedar Rapids/Iowa City",25,9238
"Jimmy Jack's Rib Shack","Cedar Rapids/Iowa City",25,9239
"Zoeys Pizzeria","Cedar Rapids/Iowa City",25,9240
"Tokyo Sushi",Chatham-Kent,25,9241
"Sakura Sushi & Grill",Cochrane,25,9242
"Cafe Le Rue @ The Landings",Columbus,25,9243
"Mark's City Grille",Columbus,25,9244
"B Merrell's",Columbus,25,9245
"Cannon Brewpub",Columbus,25,9246
"Burt's Butcher Shoppe and Eatery",Columbus,25,9247
"Chef Lee's Peking Restaurant",Columbus,25,9248
"Country's Barbecue",Columbus,25,9249
"Mellow Mushroom",Columbus,25,9250
"The Black Cow",Columbus,25,9251
"Consort Restaurant",Consort,25,9252
"Thatcher's Barbeque and Grill",Dalton,25,9253
"Dub's High on the Hog",Dalton,25,9254
"Chili's Grill & Bar",Dalton,25,9255
"Tony's Italian Restaurant & Pizza",Dalton,25,9256
"Kobe Hibachi & Sushi",Dalton,25,9257
"Thai Garden",Dalton,25,9258
"Olive Tree Cafe",Davenport,25,9259
"Crust Stone Oven Pizza",Davenport,25,9260
"Trattoria Tiramisu",Davenport,25,9261
"Prairie Grille at SteepleGate Inn",Davenport,25,9262
"Tantra Asian Bistro",Davenport,25,9263
"Frick's Tap",Davenport,25,9264
"Los Agaves",Davenport,25,9265
"China Cafe",Davenport,25,9266
"Exotic Thai Restaurant",Davenport,25,9267
"Granite City Food & Brewery",Davenport,25,9268
"Los Agaves",Davenport,25,9269
"Machine Shed Restaurant",Davenport,25,9270
"Texas Roadhouse",Davenport,25,9271
"Hickory Park","Des Moines",25,9272
"The Cafe","Des Moines",25,9273
"Cool Basil","Des Moines",25,9274
"HuHot Mongolian Grill","Des Moines",25,9275
Malo,"Des Moines",25,9276
"Fong's Pizza","Des Moines",25,9277
"Miyabi 9","Des Moines",25,9278
"Jethro's BBQ","Des Moines",25,9279
"The Machine Shed Restaurant","Des Moines",25,9280
"Mi Patria","Des Moines",25,9281
"Catfish Charlie's",Dubuque,25,9282
"Tony Roma's",Dubuque,25,9283
"Vinny Vanucchi's",Dubuque,25,9284
"Champps Americana",Dubuque,25,9285
Houlihan's,Dubuque,25,9286
"Kalmes Breaktime Bar & Grill",Dubuque,25,9287
"Mario's Italian Restaurant",Dubuque,25,9288
"Shot Tower Inn",Dubuque,25,9289
"Watershed Cafe",Dubuque,25,9290
"Houndstooth Grill & Tavern",Gainesville,25,9291
"Bourbon Street Grille",Gainesville,25,9292
"Shenanigan's Irish Pub",Gainesville,25,9293
"Fish Tales Lakeside Grille",Gainesville,25,9294
"Atlanta Highway Seafood Market",Gainesville,25,9295
"Smoke House BBQ and Catering",Gainesville,25,9296
"2 Dog",Gainesville,25,9297
Re-Cess,Gainesville,25,9298
"Troll Tavern",Gainesville,25,9299
"Blue Orchid Thai Restaurant",Lincoln,25,9300
"Emilio's Cuban Cafe",Macon,25,9301
"Jim Shaw's Seafood Grill & Bar",Macon,25,9302
"Mandarin Chinese Restaurant",Macon,25,9303
Rookery,Macon,25,9304
"Benson's Steak and Sushi",Macon,25,9305
"My Fathers Place",Macon,25,9306
"The Mellow Mushroom",Macon,25,9307
"Greek Village",Macon,25,9308
"Martin's BBQ",Macon,25,9309
"Vince's Restaurant & Pizzeria",Monroe,25,9310
"Pom Pom's Teahouse and Sandwicheria",Orlando,25,9311
"Tibby's New Orleans Kitchen",Orlando,25,9312
"The Coop",Orlando,25,9313
"Ethos Vegan Kitchen",Orlando,25,9314
"Cactus Flower Cafe Navarre",Pensacola,25,9315
"Jaco's Bayfront Bar and Grille",Pensacola,25,9316
