"restaurant name",city,"average cost for two",cost_rnk
"Mirch Masala Restaurant","New Delhi",400,5456
"Abhishek Restaurant","New Delhi",400,5457
"Ambarsari Kababs & Curries","New Delhi",400,5458
"The Garam Masala","New Delhi",400,5459
"Zara Restaurant","New Delhi",400,5460
Chakhna,"New Delhi",400,5461
"Daya Sagar","New Delhi",400,5462
"New Kovilakam Restaurant","New Delhi",400,5463
"Tava & Tandoor","New Delhi",400,5464
"Mangal Sweets","New Delhi",400,5465
"Ashish Lal Dhaba","New Delhi",400,5466
"Anand Chicken & Fast Food","New Delhi",400,5467
"Chin Pokli","New Delhi",400,5468
Giani,"New Delhi",400,5469
"Mukesh Chic-Inn Hot & Spice","New Delhi",400,5470
"Papa Veg Chinese Food","New Delhi",400,5471
"Rewari Sweets","New Delhi",400,5472
"Shanta Fresh Fish Corner","New Delhi",400,5473
"Anmol Chicken Corner","New Delhi",400,5474
"Aslam Chicken","New Delhi",400,5475
"Hotel Maidah","New Delhi",400,5476
"Lahori Food","New Delhi",400,5477
"Majlis Foods","New Delhi",400,5478
"GPW - The Food Hub","New Delhi",400,5479
"Green Bhojanalya","New Delhi",400,5480
"Tingling Pepper","New Delhi",400,5481
"Cakes 'n' Crumbs","New Delhi",400,5482
Giani,"New Delhi",400,5483
"Hot Cherries","New Delhi",400,5484
"The Tangy Tomatoes","New Delhi",400,5485
"Cake Me Up","New Delhi",400,5486
"Chef Joint","New Delhi",400,5487
"China Hut","New Delhi",400,5488
Giani's,"New Delhi",400,5489
"Republic of Chicken","New Delhi",400,5490
"The Biryani Hut","New Delhi",400,5491
"Transform Nutrition","New Delhi",400,5492
"Tandoori Nature","New Delhi",400,5493
"Shan E Dilli","New Delhi",400,5494
Connoisseur,"New Delhi",400,5495
"Chao Cart","New Delhi",400,5496
"Ambarsaria by Gourmet Affaire's","New Delhi",400,5497
Keventers,"New Delhi",400,5498
"Sunny Restaurant & Tiffin","New Delhi",400,5499
"Al-Malik Chicken Point","New Delhi",400,5500
"Food 24","New Delhi",400,5501
"Moriarty Delivers","New Delhi",400,5502
"Fouji Da Vaishno Dhaba","New Delhi",400,5503
Giani,"New Delhi",400,5504
Keventers,"New Delhi",400,5505
"Mr. Sub","New Delhi",400,5506
Muradabadi,"New Delhi",400,5507
"Uncle Xpress","New Delhi",400,5508
Giani's,"New Delhi",400,5509
"Punjabi Xpress","New Delhi",400,5510
"The Cake Factory","New Delhi",400,5511
BTW,"New Delhi",400,5512
Giani,"New Delhi",400,5513
"Punjabi Chaap Corner","New Delhi",400,5514
"The Ice Cafe","New Delhi",400,5515
Giani's,"New Delhi",400,5516
"Shake Square","New Delhi",400,5517
"Sweet Life By Henna","New Delhi",400,5518
"Javed Chicken Corner","New Delhi",400,5519
"Coffee & Cream","New Delhi",400,5520
Kanwarji's,"New Delhi",400,5521
Giani's,"New Delhi",400,5522
Giani,"New Delhi",400,5523
"Om Saravana Bhavan","New Delhi",400,5524
"Sri Krishna Udupi","New Delhi",400,5525
"The Smokin' Grill by The Flashback","New Delhi",400,5526
"Wrap & Roll","New Delhi",400,5527
"Anjlika Pastry Shop","New Delhi",400,5528
"Laziz Kabab (Subhash Restaurant)","New Delhi",400,5529
L'Opera,"New Delhi",400,5530
BTW,"New Delhi",400,5531
"Flavours Of Biryani","New Delhi",400,5532
"Pahariya Chicken Corner","New Delhi",400,5533
"Polka Cakes & Coffee","New Delhi",400,5534
"Bharat Chicken Inn Foods","New Delhi",400,5535
"Jain Dhaba","New Delhi",400,5536
"Kamal Meat House","New Delhi",400,5537
"Magic Masala","New Delhi",400,5538
"Masala Magic","New Delhi",400,5539
"Punjabi's Veg Grill","New Delhi",400,5540
"Dial A Cake","New Delhi",400,5541
"The Muffin Girl","New Delhi",400,5542
Rainbows,"New Delhi",400,5543
Chawla,"New Delhi",400,5544
"Sri Kamakshi Vilas","New Delhi",400,5545
"Food En Vouge","New Delhi",400,5546
"Sunrise Bakery","New Delhi",400,5547
"Taste of Spice","New Delhi",400,5548
Preechen,"New Delhi",400,5549
"Rahul Eggs","New Delhi",400,5550
"Aashirwad Restaurant","New Delhi",400,5551
"Apni Rasoi","New Delhi",400,5552
"Homely Delight","New Delhi",400,5553
Kaleva,"New Delhi",400,5554
Prasadam,"New Delhi",400,5555
"Nathu's Sweets","New Delhi",400,5556
BTW,"New Delhi",400,5557
"Bangla Sweet Corner","New Delhi",400,5558
"Establishment Ristorante","New Delhi",400,5559
"Republic of Chicken","New Delhi",400,5560
"Chidambaram's New Madras Hotel","New Delhi",400,5561
"Golooji's Chat Waat","New Delhi",400,5562
"Golden Bakery","New Delhi",400,5563
"Rai Ji Caterers","New Delhi",400,5564
"Aggarwal Sweets & Restaurant","New Delhi",400,5565
"Dom Dang Kins Restaurant","New Delhi",400,5566
"Kukkuu Da Dhaba","New Delhi",400,5567
"Achi Restaurant","New Delhi",400,5568
"Asian House Restaurant","New Delhi",400,5569
"Drepung Loselling","New Delhi",400,5570
"Kullu Manali Restaurant","New Delhi",400,5571
"Mahi Rasoi","New Delhi",400,5572
"Blos Cafe",Pretoria,390,5573
"La Parada","Cape Town",360,5574
"Carbon Bistro",Pretoria,360,5575
"Remo's Maximilliano",Sandton,360,5576
"Tandoori Khazana","New Delhi",350,5577
"Chatorey Chacha","New Delhi",350,5578
"Vadapav Junction & More","New Delhi",350,5579
"Green Chick Chop","New Delhi",350,5580
"Green Chick Chop","New Delhi",350,5581
"Jai Shree Durga South Indian Corner","New Delhi",350,5582
"Rita Chinese Food","New Delhi",350,5583
"Ramji Di Hatti & Caterers","New Delhi",350,5584
"Angrezee Dhaba","New Delhi",350,5585
"China Town","New Delhi",350,5586
"Green Chick Chop","New Delhi",350,5587
"Hot Joint Fast Food","New Delhi",350,5588
Sandwichai,"New Delhi",350,5589
"SB's Raisins","New Delhi",350,5590
"Desi Jugaad","New Delhi",350,5591
"Evergreen Food Corner","New Delhi",350,5592
"Green Chick Chop","New Delhi",350,5593
"Choudhary Dhaba","New Delhi",350,5594
"Green Chick Chop","New Delhi",350,5595
"Green Chick Chop","New Delhi",350,5596
"Lajawab Chicken & Fish Fry","New Delhi",350,5597
"Zaika Biryani","New Delhi",350,5598
"Munch Nation","New Delhi",350,5599
"Green Chick Chop","New Delhi",350,5600
"Paranthas 21","New Delhi",350,5601
"Wow! Momo","New Delhi",350,5602
"Angels in my Kitchen","New Delhi",350,5603
"Chinese Corner","New Delhi",350,5604
"Green Chick Chop","New Delhi",350,5605
"Hyderabad Spl. Chicken Biryani Point","New Delhi",350,5606
"Pasta Pizza & Roll Hut","New Delhi",350,5607
"Cafe Rasoi","New Delhi",350,5608
"Green Chick Chop","New Delhi",350,5609
"Pizza Point","New Delhi",350,5610
"Chicken Darwar","New Delhi",350,5611
"Green Chick Chop","New Delhi",350,5612
"Hans's Planet-F","New Delhi",350,5613
"Soya Bite's","New Delhi",350,5614
"Soya Bite's","New Delhi",350,5615
"Bala Ji Rasoi","New Delhi",350,5616
"Daily Belly","New Delhi",350,5617
"Sethi's Express","New Delhi",350,5618
"Spicy Curry","New Delhi",350,5619
"The Pizza Family","New Delhi",350,5620
"Desi Street","New Delhi",350,5621
"Green Chick Chop","New Delhi",350,5622
"The Earthen Grill","New Delhi",350,5623
Wrapss,"New Delhi",350,5624
"China Kitchen","New Delhi",350,5625
"Raj Bhature wala","New Delhi",350,5626
"Billu's Hut","New Delhi",350,5627
"Chills 'n' Grills","New Delhi",350,5628
"Angels in my Kitchen","New Delhi",350,5629
"Evergreen Sweets","New Delhi",350,5630
"Green Chick Chop","New Delhi",350,5631
"Muradabad Ki Mashoor Sama Chicken Biryani","New Delhi",350,5632
Tuptakes,"New Delhi",350,5633
"Kit Care Kabab Corner","New Delhi",350,5634
"Liter Basar","New Delhi",350,5635
"N. Iqbal Restaurant","New Delhi",350,5636
"Chick Fish Point","New Delhi",350,5637
Comesum,"New Delhi",350,5638
"Cafe CoffeeCo","New Delhi",350,5639
"Pehalwan Da Hotel","New Delhi",350,5640
"Chavi Food Point","New Delhi",350,5641
"KGN Chicken Corner","New Delhi",350,5642
"Maggi Point","New Delhi",350,5643
"Wow! Momo","New Delhi",350,5644
"Om Sai Dosa Corner","New Delhi",350,5645
"Angelena Restaurant","New Delhi",350,5646
"New Shama Chicken Restaurant","New Delhi",350,5647
"Zaika Restaurant","New Delhi",350,5648
"34, Chowringhee Lane","New Delhi",350,5649
"Cake O Frost","New Delhi",350,5650
"Green Chick Chop","New Delhi",350,5651
"Quality Cake Shop","New Delhi",350,5652
"Friends Shawarma","New Delhi",350,5653
"Ben's Foods","New Delhi",350,5654
Moroca,"New Delhi",350,5655
"Baker's Stop","New Delhi",350,5656
"Green Chick Chop","New Delhi",350,5657
Greenvich,"New Delhi",350,5658
"Street Hawkers","New Delhi",350,5659
"Papa Chinese Veg Food","New Delhi",350,5660
"Green Chick Chop","New Delhi",350,5661
"Rashi's De La Creme","New Delhi",350,5662
"Everest Momos & Chinese Fast Food","New Delhi",350,5663
"Chhotu Restaurant","New Delhi",350,5664
"Mangal Ji and Gupta Ji Dhaba","New Delhi",350,5665
"Quality Restaurant","New Delhi",350,5666
"Shree Jagannath Restaurant","New Delhi",350,5667
"Abdul Muradabadi Chicken","New Delhi",350,5668
"Green Chick Chop","New Delhi",350,5669
"34, Chowringhee Lane","New Delhi",350,5670
"Million Kitchen","New Delhi",350,5671
"Rapchick Biryani","New Delhi",350,5672
"Chinese Corner","New Delhi",350,5673
"Flirty Momo's","New Delhi",350,5674
"Green Chick Chop","New Delhi",350,5675
"Madras Cafe","New Delhi",350,5676
"Mitra Da Dhaba","New Delhi",350,5677
"Udupi Eating House","New Delhi",350,5678
Wrapss,"New Delhi",350,5679
"Green Chick Chop","New Delhi",350,5680
"Polka Pastry & Snack Bar","New Delhi",350,5681
"Bakery Wala - The Cake Shop","New Delhi",350,5682
"Chalte Firte Momos & Special Foods","New Delhi",350,5683
"Chalte Firte Momos & Special Foods","New Delhi",350,5684
"The Chocolate Villa","New Delhi",350,5685
"Green Chick Chop","New Delhi",350,5686
"Gupta's Rasoi","New Delhi",350,5687
"Lunia Italian","New Delhi",350,5688
"Home Kitchen","New Delhi",350,5689
"Bikaner Misthan","New Delhi",350,5690
"Food Nursary","New Delhi",350,5691
"Bhawani Restaurant","New Delhi",350,5692
Foodies,"New Delhi",350,5693
"Rasoi - The Indian Zaika","New Delhi",350,5694
"Blue Tokai Coffee Roasters","New Delhi",350,5695
"Green Chick Chop","New Delhi",350,5696
"Laziz Fast Food & Laziz Khana","New Delhi",350,5697
"Flirty Momo's","New Delhi",350,5698
"Wow! Momo","New Delhi",350,5699
"34, Chowringhee Lane","New Delhi",350,5700
Wrapss,"New Delhi",350,5701
"Krispy Kreme","New Delhi",350,5702
"Mr. Momo","New Delhi",350,5703
"New Anand Sagar","New Delhi",350,5704
"Pizza Hub","New Delhi",350,5705
"The AB's Kitchen","New Delhi",350,5706
"Aggarwal Restaurant","New Delhi",350,5707
"Chinese Hut Fast Food","New Delhi",350,5708
"Mehfil Tawa Tandoor","New Delhi",350,5709
"Street 5","New Delhi",350,5710
"Baba Chaap Wala","New Delhi",350,5711
"Ever Bake","New Delhi",350,5712
"Shivas Cafe","New Delhi",350,5713
"7 Colours Xpress Kitchen","New Delhi",350,5714
"The Pirates Of China Town","New Delhi",350,5715
"All Things Yummy","New Delhi",350,5716
"Alvi's Food Spot","New Delhi",350,5717
"Punjabi's Veg Grill","New Delhi",350,5718
"Babu Meat Wala","New Delhi",350,5719
"Sanjay Chicken Shop","New Delhi",350,5720
"Flirty Momo's","New Delhi",350,5721
"Ajeet Fast Food Corner","New Delhi",350,5722
"Dragon Way","New Delhi",350,5723
"Ramu Ka Dhaba","New Delhi",350,5724
Bimbos,"New Delhi",350,5725
"Brothers' Bakery","New Delhi",350,5726
"Green Chick Chop","New Delhi",350,5727
"Green Chick Chop","New Delhi",350,5728
"Manmohan Food Plaza","New Delhi",350,5729
"Dee Pizza Hub","New Delhi",350,5730
KindBhutani's,"New Delhi",350,5731
"Manpasand Punjabi Zaika","New Delhi",350,5732
"Wow! Momo","New Delhi",350,5733
"Cafe De Bienka","New Delhi",350,5734
"Pastry Palace","New Delhi",350,5735
"Green Chick Chop","New Delhi",350,5736
Vintro,"New Delhi",350,5737
"Wow! Momo","New Delhi",350,5738
"34, Chowringhee Lane","New Delhi",350,5739
"Angels in my Kitchen","New Delhi",350,5740
"Angels in my Kitchen","New Delhi",350,5741
"Green Chick Chop","New Delhi",350,5742
Ananda's,"New Delhi",350,5743
Khansama,"New Delhi",350,5744
"Cafe Youth","New Delhi",350,5745
"Cake Express","New Delhi",350,5746
"Shree Nandhini Cafe","New Delhi",350,5747
"Wake 'n' Bake Cafe","New Delhi",350,5748
"Chatkora Food N Snacks Corner","New Delhi",350,5749
"Delhi 6","New Delhi",350,5750
"Masti Curry","New Delhi",350,5751
"Polka Pastry & Snack Bar","New Delhi",350,5752
"Red Hot","New Delhi",350,5753
"South Indian Cafe","New Delhi",350,5754
"Arora Snacks","New Delhi",350,5755
"Health Buzzz","New Delhi",350,5756
"Chintamani's Namkeen","New Delhi",350,5757
"34, Chowringhee Lane","New Delhi",350,5758
"Wow! Momo","New Delhi",350,5759
"Green Chick Chop","New Delhi",350,5760
"Momos House","New Delhi",350,5761
"Grills N Chills","New Delhi",350,5762
"HTW Bakers","New Delhi",350,5763
"S.K. Fast Food","New Delhi",350,5764
"Wow! Momo",Noida,350,5765
"The Frozen Factory",Noida,350,5766
"Cafe Pipa",Noida,350,5767
"Green Chick Chop",Noida,350,5768
"Green Chick Chop",Noida,350,5769
"Night Food Service",Noida,350,5770
"Hunger's Hut",Noida,350,5771
"Rotees n More",Noida,350,5772
"Chanda Food",Noida,350,5773
"Time To Tea",Noida,350,5774
"Robins Sweets & Restaurant",Noida,350,5775
"Green Chick Chop",Noida,350,5776
"Royale Bakers",Noida,350,5777
"Burger's Kitchen",Noida,350,5778
"Scrummy Bites",Noida,350,5779
"Raghav Ki Rasoi",Noida,350,5780
"Cafe Lounge",Noida,350,5781
"Lola's Cafe",Noida,350,5782
"Sagar Dhaba",Noida,350,5783
"KC Bakers",Noida,350,5784
"Sagar Dhaba",Noida,350,5785
"The Kitchen",Noida,350,5786
"Angels in my Kitchen",Noida,350,5787
DND,Noida,350,5788
Wat-a-Burger!,Noida,350,5789
"Lumbini Food Point",Noida,350,5790
"221 B Baker Street",Noida,350,5791
"Green Valley Chinese Food",Noida,350,5792
"Yours Deliciously",Noida,350,5793
"Tastee Chauka",Noida,350,5794
"Wow! Momo",Noida,350,5795
"Cafe Fusion",Noida,350,5796
"The Munchkart Cafe",Noida,350,5797
"Chinese Chilly Sizzler",Noida,350,5798
"Big Bone - The Meat Shop",Noida,350,5799
"Green Chick Chop",Noida,350,5800
"Time to Tea",Noida,350,5801
"Nawabi Mughlai Zaika Food Van",Noida,350,5802
"Baked! Cakes & Desserts",Noida,350,5803
Chung-Fu,Noida,350,5804
"Reena Restaurant",Noida,350,5805
DudeFood,Noida,350,5806
"Flying Cakes",Noida,350,5807
"Shivam Fast Food",Noida,350,5808
"Yumbo Bites",Noida,350,5809
"Frequent Bakes",Noida,350,5810
"Health Buzzz",Noida,350,5811
"Food Weavers",Noida,350,5812
"Green Chick Chop",Noida,350,5813
"Let's Noodle",Noida,350,5814
"New Dragon Chinese Fast Food  & Paranthey Wala",Noida,350,5815
Subhoj,Noida,350,5816
"Cold Rock Cafe",Noida,350,5817
"Sugar Daddy Bakers",Noida,350,5818
"Frozen Grillz",Noida,350,5819
"Green Chick Chop",Noida,350,5820
"Hydrabad Biryani Express",Noida,350,5821
"Southern Flavours",Noida,350,5822
"Hot Fries",Noida,350,5823
"Burger King",Varanasi,350,5824
"Kloof Street House","Cape Town",350,5825
Craft,Johannesburg,350,5826
Hudsons,Johannesburg,350,5827
"The Wolfpack",Johannesburg,350,5828
Gero,Bras?lia,350,5829
"Cho Gao - Crowne Plaza Abu Dhabi","Abu Dhabi",350,5830
"Cryo Lab",Ahmedabad,350,5831
"Bean Here",Allahabad,350,5832
"Hotel Laadli",Aurangabad,350,5833
"Papa Mexicano",Bhopal,350,5834
"Fusilli Reasons",Chennai,350,5835
"Valarmathi Kongunaatu Samayal",Coimbatore,350,5836
CakeBee,Coimbatore,350,5837
"Eddie's Patisserie",Dehradun,350,5838
"Green Chick Chop",Faridabad,350,5839
"Green Chick Chop",Faridabad,350,5840
"Shree Bikaner Misthan Bhandar",Faridabad,350,5841
"Green Chick Chop",Faridabad,350,5842
"Snacks Bar",Faridabad,350,5843
"The Dark Hour - Kitchen",Faridabad,350,5844
"Twist of Italy",Faridabad,350,5845
"Magical Momos",Faridabad,350,5846
"Green Chick Chop",Faridabad,350,5847
"Harmann Restaurant",Faridabad,350,5848
"Vrindavan Sweets & Restaurant",Faridabad,350,5849
"Mitalis Kitchen",Ghaziabad,350,5850
"K Lab",Gurgaon,350,5851
"The Fresh Chicken Store",Gurgaon,350,5852
"Narayan Fast Food Home",Gurgaon,350,5853
"The Burger Chef",Gurgaon,350,5854
"Krispy Kreme",Gurgaon,350,5855
"Chaat Chowk",Gurgaon,350,5856
Delhicacy,Gurgaon,350,5857
"Sonya Bakery Cafe",Gurgaon,350,5858
"A 1 - Snacks and food corner",Gurgaon,350,5859
"Bro's Kitchenette",Gurgaon,350,5860
"Kusum Rolls",Gurgaon,350,5861
"Theka Desi Khaana",Gurgaon,350,5862
"Uncle's Cafe",Gurgaon,350,5863
"Flying Cakes",Gurgaon,350,5864
"Sonya Bakery Cafe",Gurgaon,350,5865
Green's,Gurgaon,350,5866
"Frozen Adda",Gurgaon,350,5867
"Tibb's Frankie",Gurgaon,350,5868
"Green Chick Chop",Gurgaon,350,5869
"Bikaner Sweets & Restaurant",Gurgaon,350,5870
"Shree Shyam Rasoi",Gurgaon,350,5871
"Best Pizza Hut",Gurgaon,350,5872
"Shree Shyam Bhojnalaya",Gurgaon,350,5873
"Angels in my Kitchen",Gurgaon,350,5874
"Green Chick Chop",Gurgaon,350,5875
"Juice Lounge",Gurgaon,350,5876
"Gurgaon Mughlai Chicken",Gurgaon,350,5877
"Radha Swami Shudh Vaishno Dhaba",Gurgaon,350,5878
"Kwality Cakes and Bakes",Gurgaon,350,5879
"Sikkim Fast Food",Gurgaon,350,5880
"Bikaner Sweets",Gurgaon,350,5881
"Green Chick Chop",Gurgaon,350,5882
"Mogambo Kitchen",Gurgaon,350,5883
"Bite N Sip",Gurgaon,350,5884
"Flying Cakes",Gurgaon,350,5885
"Nehra's Food Point",Gurgaon,350,5886
"BiBo's Kitchen",Gurgaon,350,5887
"Veg Hut",Gurgaon,350,5888
"Bikaner Misthan Bhandar",Gurgaon,350,5889
"Green Chick Chop",Gurgaon,350,5890
"The Punjab Kitchen",Gurgaon,350,5891
"Cafe #22hours",Gurgaon,350,5892
Cookingo,Gurgaon,350,5893
MyLoveBiryani.Com,Gurgaon,350,5894
"KC Bakers",Gurgaon,350,5895
"Upper Crust",Kanpur,350,5896
Aromas,Kanpur,350,5897
Ifthar,Kochi,350,5898
"NESCAF? Illusions",Nagpur,350,5899
Burger.in,"New Delhi",350,5900
"Green Chick Chop","New Delhi",350,5901
"Food Cafe","New Delhi",350,5902
"Cafe Gainz","New Delhi",350,5903
"Target Ice Cream & Bakers","New Delhi",350,5904
"Cafe Brewbug","New Delhi",350,5905
"Jux Pux - The Dreamer's Cafe","New Delhi",350,5906
"34, Chowringhee Lane","New Delhi",350,5907
"Master Bakers","New Delhi",350,5908
"Wah Ji Wah","New Delhi",350,5909
"Munch Nation","New Delhi",350,5910
"Makers & Bakers","New Delhi",350,5911
"Arunachal Bhawan","New Delhi",350,5912
Comesum,"New Delhi",350,5913
"Soya King","New Delhi",350,5914
"Suvidha Vegetarian","New Delhi",350,5915
"Green Chick Chop","New Delhi",350,5916
"Angels in my Kitchen","New Delhi",350,5917
"Green Chick Chop","New Delhi",350,5918
"Metro Fast Food","New Delhi",350,5919
"Sikkim Chinese Food","New Delhi",350,5920
"Tawa King","New Delhi",350,5921
"Vaishno Rasoi","New Delhi",350,5922
"Hotel Tamil Nadu","New Delhi",350,5923
"Shillong View","New Delhi",350,5924
"Maharashtra Food Stall","New Delhi",350,5925
"Aggarwal Bikaner Sweets","New Delhi",350,5926
"Chao Cart","New Delhi",350,5927
Shubham,"New Delhi",350,5928
"Pizza Hub","New Delhi",350,5929
"Sanjha Chulah Babe Da","New Delhi",350,5930
"The Taste of Punjab","New Delhi",350,5931
"Tibb's Frankie","New Delhi",350,5932
Haldiram's,"New Delhi",350,5933
"Krispy Kreme","New Delhi",350,5934
"Wah Ji Wah","New Delhi",350,5935
"Raju Vaishnav Dhaba","New Delhi",350,5936
"Vadapav Junction","New Delhi",350,5937
"Bite & More","New Delhi",350,5938
"Green Chick Chop","New Delhi",350,5939
"Sat Guru Dhaba","New Delhi",350,5940
Wrapss,"New Delhi",350,5941
"The Yellow Chef","New Delhi",350,5942
"WeDesi Flavours","New Delhi",350,5943
"Grub Street","New Delhi",350,5944
"Punjabi's Veg Grill","New Delhi",350,5945
"Insane Foods","New Delhi",350,5946
"Soya Twist","New Delhi",350,5947
"The Food Junction","New Delhi",350,5948
"A Lot Like Cake","New Delhi",350,5949
"Angels in my Kitchen","New Delhi",350,5950
"HoG - House of Goodies","New Delhi",350,5951
"The Pirates Of China Town","New Delhi",350,5952
"Best Biryani Centre","New Delhi",350,5953
"Baker's Stop","New Delhi",350,5954
"Blue Tokai Coffee Roasters","New Delhi",350,5955
"Green Chick Chop","New Delhi",350,5956
"Hot & Hot","New Delhi",350,5957
"Momos House","New Delhi",350,5958
"Punjabi Chaap Corner","New Delhi",350,5959
"Uncle's Kabab Point","New Delhi",350,5960
Wimpy,"New Delhi",350,5961
Zaika,"New Delhi",350,5962
"South Cafe","New Delhi",350,5963
"Sher -E- Punjab","New Delhi",350,5964
"Cravity ","New Delhi",350,5965
"Wow! Momo","New Delhi",350,5966
"M.P. Canteen","New Delhi",350,5967
"Hari Mirch Masala","New Delhi",350,5968
"Vaishno Amritsari Dhaba","New Delhi",350,5969
"Gluten Free by Deepika","New Delhi",350,5970
"Little Cup Cake","New Delhi",350,5971
"34, Chowringhee Lane","New Delhi",350,5972
"Deepak Vaishno Dhaba","New Delhi",350,5973
"Flirty Momo's","New Delhi",350,5974
"Green Chick Chop","New Delhi",350,5975
"Just Parkash","New Delhi",350,5976
"Mr. Momo","New Delhi",350,5977
"Pishori Chicken Corner","New Delhi",350,5978
"Punjab Patiyala Sahi","New Delhi",350,5979
"Chicken Mughlai","New Delhi",350,5980
"Polka Pastry & Snack Bar","New Delhi",350,5981
"Bon App刺tit","New Delhi",350,5982
"Green Chick Chop","New Delhi",350,5983
"Birbal Ji Dhaba","New Delhi",350,5984
Daawat-e-Mehak,"New Delhi",350,5985
"Subhash Punjabi Family Dhaba","New Delhi",350,5986
Samridhi,"New Delhi",350,5987
Qureshi,"New Delhi",350,5988
"Green Chick Chop","New Delhi",350,5989
"Mehak Food Corner","New Delhi",350,5990
"Pinkom's Bar-Be-Que","New Delhi",350,5991
"Silver Spoons","New Delhi",350,5992
"Vaishno Rasoi","New Delhi",350,5993
"Punjabi Rasoi","New Delhi",350,5994
"Amigo's Deli","New Delhi",350,5995
"Green Chick Chop","New Delhi",350,5996
"New Frontier Hotel","New Delhi",350,5997
"Punjab Sweet Corner","New Delhi",350,5998
"Ramas Cafe","New Delhi",350,5999
"Wow! Momo","New Delhi",350,6000
"Tera Hotel","New Delhi",350,6001
"The Spot","New Delhi",350,6002
Wrapss,"New Delhi",350,6003
Wrapss,"New Delhi",350,6004
"Ganpati Bhoj","New Delhi",350,6005
"Flirty Momo's","New Delhi",350,6006
"Green Chick Chop","New Delhi",350,6007
"Let's Meet Up","New Delhi",350,6008
"Wah Ji Wah","New Delhi",350,6009
"Bobby Veg Corner","New Delhi",350,6010
"Delhi Dairy","New Delhi",350,6011
"Health Buzzz","New Delhi",350,6012
"The Grill Point","New Delhi",350,6013
deliKitchen,"New Delhi",350,6014
"Fuel Diet Cafe","New Delhi",350,6015
"Green Chick Chop","New Delhi",350,6016
"Khalsa Dhaba","New Delhi",350,6017
"Khanna's Hot Pizza","New Delhi",350,6018
"Mitra Da Dhabha","New Delhi",350,6019
"Karma Cafe & Lounge","New Delhi",350,6020
Banspi,"New Delhi",350,6021
"Punjabi Tadka","New Delhi",350,6022
"The Chinese Hut","New Delhi",350,6023
"The Chinese Kitchen","New Delhi",350,6024
"Omi Pizza","New Delhi",350,6025
"South Indian & Chinese Fast Food","New Delhi",350,6026
"Green Chick Chop","New Delhi",350,6027
"Ram Singh's Bhoj","New Delhi",350,6028
Al-Karim,"New Delhi",350,6029
"JD's Restaurant","New Delhi",350,6030
"Kaka De Dhaba","New Delhi",350,6031
"Malabar Style Kitchen","New Delhi",350,6032
"U.P. Al-Flah Restaurant","New Delhi",350,6033
"Punjab Grill","Abu Dhabi",330,6034
"Salsa Mexican Grill",Sandton,330,6035
tashas,"Cape Town",320,6036
"Geet Indian Restaurant",Pretoria,320,6037
"Spice - The Indian Kitchen",Pretoria,320,6038
"Rhubarb Le Restaurant",Singapore,315,6039
Apraz?vel,"Rio de Janeiro",300,6040
"Skye - Hotel Unique","S粒o Paulo",300,6041
"A Figueira Rubaiyat","S粒o Paulo",300,6042
"Sky On 57",Singapore,300,6043
"Summer Pavilion",Singapore,300,6044
"Hard Rock Cafe",Dubai,300,6045
"Huber & Holly",Ahmedabad,300,6046
"Charming Chicken",Amritsar,300,6047
"Bubby Fish & Chicken Corner",Amritsar,300,6048
"Mokoholic Juice Bar",Aurangabad,300,6049
"JUGAAD JN.",Bhubaneshwar,300,6050
"Cream Stone",Coimbatore,300,6051
"Snax Points",Faridabad,300,6052
"The Chaiwalas",Faridabad,300,6053
"Cafe And More",Faridabad,300,6054
"Kolkata Hot Kathi Rolls",Faridabad,300,6055
"Fusion Food Corner",Faridabad,300,6056
"Baskin Robbin",Faridabad,300,6057
"Chill 'N Grill",Faridabad,300,6058
"Little Cafe",Faridabad,300,6059
Chopstick,Faridabad,300,6060
"Twenty Four Seven",Faridabad,300,6061
"Burger Point",Faridabad,300,6062
"Baskin Robbins",Faridabad,300,6063
"Recipe Badshah",Faridabad,300,6064
"Chaudhary Chaap & Chinese",Faridabad,300,6065
"Chings Chinese",Faridabad,300,6066
"Food On Wheels",Faridabad,300,6067
"Red Chilli",Faridabad,300,6068
"Flying Tandoor",Faridabad,300,6069
"Punjabi Chulha",Faridabad,300,6070
"The Chaiwalas",Faridabad,300,6071
"Oh My!",Faridabad,300,6072
Fritrolla,Faridabad,300,6073
KitchenYard,Faridabad,300,6074
"Oh My !",Faridabad,300,6075
"Tanishka Restaurant & Caterers",Faridabad,300,6076
"Caf刺 Kitchen",Faridabad,300,6077
"Magic Spice Wok",Faridabad,300,6078
"Chicken Inn Family Meat Shop",Faridabad,300,6079
"Mother's Kitchen",Faridabad,300,6080
"Shree Bikaner Misthan Bhandar",Faridabad,300,6081
"TCD Cake & Bake",Faridabad,300,6082
"Green Chilly Chinese Food",Faridabad,300,6083
"The Baking Treats N More",Faridabad,300,6084
"Sardaar Ji Chaap & Rolls",Faridabad,300,6085
"Burger Xpress",Faridabad,300,6086
"Finger Licious",Faridabad,300,6087
FoodByMom,Ghaziabad,300,6088
"Baskin Robbins",Ghaziabad,300,6089
"Aha Bites",Gurgaon,300,6090
"Ancient Spice",Gurgaon,300,6091
"OMG Kitchenz",Gurgaon,300,6092
"Burger Point",Gurgaon,300,6093
"Sibang Bakery",Gurgaon,300,6094
"Baskin Robbins",Gurgaon,300,6095
Chefoncalls,Gurgaon,300,6096
"Shama Chicken Corner",Gurgaon,300,6097
